"Title","Company","Location","Created","Category","Description","URL","Latitude","Longitude"
"Engineering Systems Global Operations Leader","GE HealthCare","Bangalore, Karnataka","2025-07-12T10:44:38Z","Engineering Jobs","Job Description Summary We are seeking a highly experienced and strategic Systems Operations Leader to oversee the global operations of engineering test and development environments. This role is responsible for ensuring the availability, performance, and scalability of platforms that support software development, integration, and validation across geographically distributed teams. The ideal candidate will bring deep technical expertise, operational leadership, and a global mindset to drive exc…","https://www.adzuna.in/land/ad/5299203308?se=ighQccBn8BGkqcUnBoDkTw&utm_medium=api&utm_source=c8890522&v=31CC72829C10CC93E1BCAACDBECBCDF81A1BF7F9","12.9881567","77.6226000"
"Software Engineer - HMI and Advanced Features","Wabtec Corporation","Bangalore, Karnataka","2025-07-05T02:26:23Z","IT Jobs","It's not just about your career or job title It's about who you are and the impact you will make on the world. Because whether it's for each other or our customers, we put People First. When our people come together, we Expand the Possible and continuously look for ways to improve what we create and how we do it. If you are constantly striving to grow, you're in good company. We are revolutionizing the way the world moves for future generations, and we want someone who is ready to move with us.…","https://www.adzuna.in/land/ad/5285833927?se=ighQccBn8BGkqcUnBoDkTw&utm_medium=api&utm_source=c8890522&v=6E001B59AA91A273BDC7D88827F555EBD97E4393","12.9881567","77.6226000"
"Consultant, Technical(SQL Query Writing  Implementations  Installations) EST Time","insightsoftware","Hyderabad, Telangana","2025-07-16T22:02:53Z","IT Jobs","Job Description Technical Consultant Position Overview We are seeking a skilled Installation Technical to join our client-facing team. This role requires a technical professional who specializes in software implementation and system deployment while ensuring seamless client onboarding experiences. The ideal candidate will combine strong SQL expertise with exceptional troubleshooting abilities and excellent English communication skills to deliver successful installations and client satisfaction.…","https://www.adzuna.in/details/5306580964?utm_medium=api&utm_source=c8890522","17.40275","78.50806"
"Teamcenter Architect (Teradyne, India)","Teradyne","Bangalore, Karnataka","2025-07-20T12:04:02Z","IT Jobs","Our Purpose TERADYNE, where experience meets innovation and driving excellence in every connection. We are fueled by creativity and diversity of thought and in our workforce. Our employees are supported to innovate and learn something new every day. We cultivate a culture of inclusion for all employees that respects their individual strengths, views, and experiences. We believe that our differences enable us to be a better team - one that makes better decisions, drives innovation and delivers b…","https://www.adzuna.in/land/ad/5313262823?se=ighQccBn8BGkqcUnBoDkTw&utm_medium=api&utm_source=c8890522&v=A35EB95F1E025D03066D2B283282CBA91D8316AE","12.95703","77.59837"
"Software Engineer II","Microsoft Corporation","Bangalore, Karnataka","2025-07-12T10:45:18Z","IT Jobs","From ExaBytes, to ZettaBytes, to YottaBytes and beyond, Azure Storage leads the industry in Advanced offloads and accelerations, powering high performance Cloud scale Storage and Networking. The Azure Storage Infrastructure team is hiring for agile and diverse engineering teams in Block devices, filesystems, Hardware offloads, Transports performance, and systems integration. As a Software Engineer in the Storage Infrastructure team, you will design and develop solutions to onboard new hardware …","https://www.adzuna.in/land/ad/5299203981?se=ighQccBn8BGkqcUnBoDkTw&utm_medium=api&utm_source=c8890522&v=F385F4F62DF214218A3A6DF725A68AB2EBC6BADF","12.95703","77.59837"
"Desktop support engineer II- (Field support Engineer)- Service Desk L2 Support","Kyndryl","Bangalore, Karnataka","2025-07-13T10:38:29Z","IT Jobs","Who We Are At Kyndryl, we design, build, manage and modernize the mission-critical technology systems that the world depends on every day. So why work at Kyndryl? We are always moving forward - always pushing ourselves to go further in our efforts to build a more equitable, inclusive world for our employees, our customers and our communities. The Role We are looking to hire a skilled desktop support engineer to assist our clients with computer hardware and software issues. You will be required …","https://www.adzuna.in/land/ad/5300568236?se=QpXReMBn8BGEk9iNyjdi_g&utm_medium=api&utm_source=c8890522&v=042AFA2A423A0994D604507FCA0E9C9E0DF4168A","12.95703","77.59837"
"Internet System Engineer","Alp Consulting Ltd.","Pune, Maharashtra","2025-07-14T09:35:45Z","IT Jobs","SKILLS & CERTIFICATIONS Required strong skills with Microsoft Environment web app and web services. Required experience with Windows operating systems. Required basic experience in analyzing, understanding, designing, and implementing new products, services, and utilities in the web environment. Can demonstrate knowledge of IP networking basics and reliably diagnose network issues. Experience diagnosing and resolving problems in mission-critical environments. Experience in handling production o…","https://www.adzuna.in/details/5301589704?utm_medium=api&utm_source=c8890522","18.5062","73.84735"
"Senior Data Center Technical Support Analyst","NTT America, Inc.","Chennai, Tamil Nadu","2025-07-12T10:45:26Z","IT Jobs","Role Summary: Provides ongoing systems administration support including installation, customization, maintenance and troubleshooting of hardware / software systems. Provides technical support and advises on the use of programming tools, database systems and networks. Provides support to address the availability and reliability issues on systems (Windows/Unix/Mainframe) across multiple locations. Evaluates and integrates new operating system versions, drivers and hardware. Operational responsibi…","https://www.adzuna.in/land/ad/5299204103?se=QpXReMBn8BGEk9iNyjdi_g&utm_medium=api&utm_source=c8890522&v=17EE2A058B531C65423C13C01248CE801FA8502F","13.06041","80.24963"
"Consultant","insightsoftware","Hyderabad, Telangana","2025-07-20T07:58:38Z","IT Jobs","Job Description Technical Consultant Position Overview We are seeking a skilled Installation Technical to join our client-facing team. This role requires a technical professional who specializes in software implementation and system deployment while ensuring seamless client onboarding experiences. The ideal candidate will combine strong SQL expertise with exceptional troubleshooting abilities and excellent English communication skills to deliver successful installations and client satisfaction.…","https://www.adzuna.in/details/5313130653?utm_medium=api&utm_source=c8890522","17.40275","78.50806"
"Engineering Analyst 2","Citigroup","Chennai, Tamil Nadu","2025-07-23T09:51:56Z","IT Jobs","The Engineering Analyst 2 is an intermediate level position responsible for a variety of engineering activities including the design, acquisition and development of hardware, software and network infrastructure in coordination with the Technology team. The overall objective of this role is to ensure quality standards are being met within existing and planned frameworks. Responsibilities: - Perform system and application monitoring, capacity planning and systems tests to ensure products meet per…","https://www.adzuna.in/land/ad/5317564516?se=QpXReMBn8BGEk9iNyjdi_g&utm_medium=api&utm_source=c8890522&v=FB4196DB79DAF746863FDE308C3E9DCA9EB7FC9E","13.06041","80.24963"
"Specialist IS Business Systems Analyst - Advanced Scientific Computing","Amgen","Hyderabad, Telangana","2025-06-30T23:41:31Z","IT Jobs","Join Amgen's Mission of Serving Patients At Amgen, if you feel like you're part of something bigger, it's because you are. Our shared mission-to serve patients living with serious illnesses-drives all that we do. Since 1980, we've helped pioneer the world of biotech in our fight against the world's toughest diseases. With our focus on four therapeutic areas -Oncology, Inflammation, General Medicine, and Rare Disease- we reach millions of patients each year. As a member of the Amgen team, you'll…","https://www.adzuna.in/land/ad/5275979420?se=QpXReMBn8BGEk9iNyjdi_g&utm_medium=api&utm_source=c8890522&v=8F36794EFB7F0AEE60399C2ECD4DC1187F5CA383","17.40275","78.50806"
"Firmware Design - Tech Leader","Schneider Electric","India","2025-07-07T21:16:40Z","IT Jobs","We are currently seeking a Embedded software Engineer to join our Power Monitoring Bangalore Operations. Reporting to the Project Leader Embedded Software,you will be focusing on Micro controller (32bit, 16bit), STM32F, ARM, MSP430F micro. The primary responsibility of the role includes (but is not limited to): The firmware engineer position will have responsibility for all aspects of firmware and embedded software development. Including requirements specification, initial design, coding, debug…","https://www.adzuna.in/details/5290357294?utm_medium=api&utm_source=c8890522","22.3511148","78.6677428"
"Full Stack Development Lead","Jio-bp","Navi Mumbai, Maharashtra","2025-07-20T02:42:41Z","IT Jobs","This Job Role addresses the following activities · Development and implementation of technical DevOps solutions modelled on Micro service architecture in a product development environment, with technologies such as Angular, Python, SQL Server, NoSQL, REST, Vue.js, Angular, Reactjs etc. · Design and develop a user friendly and appealing user interface for the required features with the guidelines from UX team. Work closely with Solution Architect and Scrum Master, Product Manager, and other supp…","https://www.adzuna.in/details/5312895276?utm_medium=api&utm_source=c8890522","19.02","73.02"
"Lead Software Engineer - GEN AI","Wells Fargo","Bangalore, Karnataka","2025-07-18T11:45:41Z","IT Jobs","About this role: Wells Fargo is seeking a Lead Software Engineer to provide product support and drive the evolution of Artificial Intelligence (AI) enabled applications aligned to employee-facing lines of business in Enterprise Functions Technology (EFT). The EFT AI team will focus on building intelligent, efficient, and user-centric tools to accelerate the work of users in Finance, Human Resources, Risk, Audit, Legal, Public Affairs, Diverse Segments and EFT Platform Technology. In addition to…","https://www.adzuna.in/land/ad/5309607843?se=QpXReMBn8BGEk9iNyjdi_g&utm_medium=api&utm_source=c8890522&v=58829D490C31922144DE4C547CC6CCCE1DBDD74E","12.9881567","77.6226000"
"Associate Scientific Business Analyst - Biological Studies (LIMS)","Amgen","Hyderabad, Telangana","2025-07-20T12:00:01Z","IT Jobs","Join Amgen's Mission of Serving Patients At Amgen, if you feel like you're part of something bigger, it's because you are. Our shared mission-to serve patients living with serious illnesses-drives all that we do. Since 1980, we've helped pioneer the world of biotech in our fight against the world's toughest diseases. With our focus on four therapeutic areas -Oncology, Inflammation, General Medicine, and Rare Disease- we reach millions of patients each year. As a member of the Amgen team, you'll…","https://www.adzuna.in/land/ad/5313258588?se=QpXReMBn8BGEk9iNyjdi_g&utm_medium=api&utm_source=c8890522&v=EC8E522DF318D04BE37E6ACA0100DCFE14CF18B2","17.40275","78.50806"
"Firmware Design - Tech Leader","Schneider Electric","Bangalore, Karnataka","2025-07-22T00:01:01Z","IT Jobs","We are currently seeking a Embedded software Engineer to join our Power Monitoring Bangalore Operations. Reporting to the Project Leader Embedded Software,you will be focusing on Micro controller (32bit, 16bit), STM32F, ARM, MSP430F micro. The primary responsibility of the role includes (but is not limited to): The firmware engineer position will have responsibility for all aspects of firmware and embedded software development. Including requirements specification, initial design, coding, debug…","https://www.adzuna.in/details/5315047373?utm_medium=api&utm_source=c8890522","12.95703","77.59837"
"Assoc Director-Technology II","AT&T","India","2025-07-12T02:33:12Z","IT Jobs","Job Description: Overall Purpose: Lead and supervise a team of IT professionals ensuring the development, delivery, and optimization of IT operations across various technical sub-families to align with organizational goals and drive innovation. Sub-family areas are Agile, Software Design and Delivery, Tech Business Support for IT orgs, Database, Systems Architecture and Engineering, Systems Technical Support, and Software Delivery Proj/Prog Mgmt. (If the org or direct reports are Network focuse…","https://www.adzuna.in/details/5298584919?utm_medium=api&utm_source=c8890522","22.3511148","78.6677428"
"Applied R&D Engineer","Nokia Global","India","2025-07-02T20:31:04Z","IT Jobs","Description Experienced engineer in designing, developing, and testing integrated hardware/software systems. Skilled in microservices architecture, container-based cloud applications, and resolving complex hardware and software issues to ensure high-quality and reliable solutions. Responsibilities Design, develop, and test products and improvements for integrated hardware/software systems, ensuring high quality and reliability. Advanced techniques in microservices architecture and container-bas…","https://www.adzuna.in/details/5280024626?utm_medium=api&utm_source=c8890522","22.3511148","78.6677428"
"Scientific Business Analyst (Specialist) - R&D Omics","Amgen","Hyderabad, Telangana","2025-07-23T09:51:41Z","IT Jobs","Join Amgen's Mission of Serving Patients At Amgen, if you feel like you're part of something bigger, it's because you are. Our shared mission-to serve patients living with serious illnesses-drives all that we do. Since 1980, we've helped pioneer the world of biotech in our fight against the world's toughest diseases. With our focus on four therapeutic areas -Oncology, Inflammation, General Medicine, and Rare Disease- we reach millions of patients each year. As a member of the Amgen team, you'll…","https://www.adzuna.in/land/ad/5317564449?se=QpXReMBn8BGEk9iNyjdi_g&utm_medium=api&utm_source=c8890522&v=3B1DDE01C7D638911EEE72EDCF91AE82DD24A2F8","17.40275","78.50806"
"Scientific Business Analyst (Sr Associate) - Large Molecule Discovery","Amgen","Hyderabad, Telangana","2025-07-03T01:43:52Z","IT Jobs","Join Amgen's Mission of Serving Patients At Amgen, if you feel like you're part of something bigger, it's because you are. Our shared mission-to serve patients living with serious illnesses-drives all that we do. Since 1980, we've helped pioneer the world of biotech in our fight against the world's toughest diseases. With our focus on four therapeutic areas -Oncology, Inflammation, General Medicine, and Rare Disease- we reach millions of patients each year. As a member of the Amgen team, you'll…","https://www.adzuna.in/land/ad/5280443519?se=QpXReMBn8BGEk9iNyjdi_g&utm_medium=api&utm_source=c8890522&v=D58A4FF2A826CE16218D02A6E107CE24B99E0F1C","17.40275","78.50806"
"Scientific Business Analyst (Specialist) - Biological Studies (LIMS)","Amgen","Hyderabad, Telangana","2025-06-27T23:42:03Z","IT Jobs","Join Amgen's Mission of Serving Patients At Amgen, if you feel like you're part of something bigger, it's because you are. Our shared mission-to serve patients living with serious illnesses-drives all that we do. Since 1980, we've helped pioneer the world of biotech in our fight against the world's toughest diseases. With our focus on four therapeutic areas -Oncology, Inflammation, General Medicine, and Rare Disease- we reach millions of patients each year. As a member of the Amgen team, you'll…","https://www.adzuna.in/land/ad/5271845359?se=QpXReMBn8BGEk9iNyjdi_g&utm_medium=api&utm_source=c8890522&v=D539D16B76CE6BCA191161B02D928D4EFFCB004A","17.40275","78.50806"
"Software Engineer-Embedded Systems - nVENT","Tekwissen India","India","2025-07-23T04:48:38Z","Engineering Jobs","Overview: TekWissen is a global workforce management provider throughout India and many other countries in the world. Position: Software Engineer Embedded Systems - nVENT Location: Bangalore Work Type: Onsite Job Type: Full time Job Description: Designing, developing, reviewing, and maintaining embedded software products. Embedded Software Development Design, code, test and maintain embedded software/firmware for next generation of electrical connected products. Develop low level drivers and in…","https://www.adzuna.in/details/5317311995?utm_medium=api&utm_source=c8890522","22.3511148","78.6677428"
"Sr Staff Software Engineer Automotive Apps Dev","Renesas","Bangalore, Karnataka","2025-07-16T10:39:59Z","Engineering Jobs","Sr Staff Software Engineer Automotive Apps Dev Job Description As a Senior Staff Software Engineer - ADAS & Autonomous Driving, your mission is to make the R-Car software platform the easiest and most effective automotive platform for software development, verification, and validation in ADAS and autonomous driving systems. In this role, you will design, develop, optimize, and integrate critical software components for our R-Car SoC platform. This is an excellent opportunity to work collaborati…","https://www.adzuna.in/land/ad/5305892200?se=QpXReMBn8BGEk9iNyjdi_g&utm_medium=api&utm_source=c8890522&v=E9AC93B861AEF73B84F65D7263E21C79D5168FA1","12.9881567","77.6226000"
"Software Engineer - D&DC Land Systems","LT-Larsen & Toubro Limited","India","2025-07-11T02:30:13Z","IT Jobs","Knowledge of programming languages C, C++. Knowledge of Operating systems principles (Linux, VxWorks, QNX) Experience in programming in a multi-thread/multi-process environment Proficiency with Linux, Jira and Inter-process communication Design and implement tools to accelerate software system development and debug environments Participate and support in fixing issues arising from customer sites Analyze system scalability, interworking issues and perform root cause analysis of system issues Des…","https://www.adzuna.in/details/5296805304?utm_medium=api&utm_source=c8890522","22.3511148","78.6677428"
"Solution Architect Lead Analyst - Java - C13 - PUNE","Citigroup","Pune, Maharashtra","2025-07-23T09:52:00Z","IT Jobs","The ""Solution Architect Lead Analyst - Java"" is a strategic professional who stays abreast of technology developments within own field and contributes to directional strategy by considering their application in own job and the business. Recognized technical authority for an area within the business. Requires basic commercial awareness. There are typically multiple people within the business that provide the same level of subject matter expertise. Developed communication and diplomacy skills are…","https://www.adzuna.in/land/ad/5317564553?se=LO-jgMBn8BGEAq--mXje6A&utm_medium=api&utm_source=c8890522&v=969ED106949DFD598C9DE209518F4D42D362C6E2","18.5062","73.84735"
"Location/GNSS Software Lead Engineer Sr(Measurement Engine)","Qualcomm","Bangalore, Karnataka","2025-07-16T10:39:55Z","IT Jobs","Company: Qualcomm India Private Limited Job Area: Engineering Group, Engineering Group > Software Engineering General Summary: Are you excited by the thought of working on Location/GNSS/GPS technology that is used by millions of people and powering applications/use-cases, with Location sensing? Well, we've got an offer for you. The Qualcomm Location Technology team is looking for highly motivated embedded software engineers to design and deploy location solutions for wireless platforms of the f…","https://www.adzuna.in/land/ad/5305892077?se=LO-jgMBn8BGEAq--mXje6A&utm_medium=api&utm_source=c8890522&v=EFF9D6FFD83A5376DC9BD6128AF37F9661CB2223","12.95703","77.59837"
"Software Engineer - D&DC Land Systems","LT-Larsen & Toubro Limited","India","2025-07-13T02:33:48Z","IT Jobs","Excellent command over programming languages C, C++. Excellent Control over Operating systems principles (Linux, VxWorks, QNX) Experience in programming in a multi-thread/multi-process environment Proficiency with Linux, Jira and Inter-process communication Design and implement tools to accelerate software system development and debug environments Participate and support in fixing issues arising from customer sites Analyze system scalability, interworking issues and perform root cause analysis …","https://www.adzuna.in/details/5300207737?utm_medium=api&utm_source=c8890522","22.3511148","78.6677428"
"Embedded Software Engineer - II","Team Computers","Bangalore, Karnataka","2025-07-10T02:40:43Z","IT Jobs","Job Description Skill set (Must to have): Strong C programming skills for microcontrollers (ARM Cortex M and A series) Strong debugging and problem solving skills Ability to work independently Knowledge and experience with real time operating systems e.g. AUTOSAR OS, FreeRTOS, Zephyr. Electronics knowledge (e.g. reading schematics) and basic trouble shooting skills on hardware development boards. Experience using test equipment (Oscilloscopes, logic analyzers, CAN analysers, debuggers etc. to d…","https://www.adzuna.in/details/5294735154?utm_medium=api&utm_source=c8890522","12.95703","77.59837"
"Embedded Software Engineer - II","Team Computers","Bangalore, Karnataka","2025-07-01T21:12:38Z","IT Jobs","Job Description Skill set (Must to have): Strong C programming skills for microcontrollers (ARM Cortex M and A series) Strong debugging and problem solving skills Ability to work independently Knowledge and experience with real time operating systems e.g. AUTOSAR OS, FreeRTOS, Zephyr. Electronics knowledge (e.g. reading schematics) and basic trouble shooting skills on hardware development boards. Experience using test equipment (Oscilloscopes, logic analyzers, CAN analysers, debuggers etc. to d…","https://www.adzuna.in/details/5277902097?utm_medium=api&utm_source=c8890522","12.95703","77.59837"
"Software Test Engineer, HIL","Magna International","India","2025-07-22T02:40:50Z","Engineering Jobs","Job descriptions may display in multiple languages based on your language selection. What we offer: At Magna, you can expect an engaging and dynamic environment where you can help to develop industry-leading automotive technologies. We invest in our employees, providing them with the support and resources they need to succeed. As a member of our global team, you can expect exciting, varied responsibilities as well as a wide range of development prospects. Because we believe that your career pat…","https://www.adzuna.in/details/5315551266?utm_medium=api&utm_source=c8890522","22.3511148","78.6677428"
"Platform Engineer, Enterprise Platforms, ABAP","Astellas Pharma","Bangalore, Karnataka","2025-06-28T23:47:04Z","IT Jobs","Do you want to be part of an inclusive team that works to develop innovative therapies for patients? Every day, we are driven to develop and deliver innovative and effective new medicines to patients and physicians. If you want to be part of this exciting work, you belong at Astellas! Astellas Pharma Inc. is a pharmaceutical company conducting business in more than 70 countries around the world. We are committed to turning innovative science into medical solutions that bring value and hope to p…","https://www.adzuna.in/land/ad/5273762660?se=LO-jgMBn8BGEAq--mXje6A&utm_medium=api&utm_source=c8890522&v=3A034EB89D3226D69BC244880361E02A83753EBF","12.9881567","77.6226000"
"Hardware Engineer","People Tree Consultants","Udaipur, Rajasthan","2025-07-20T07:58:20Z","Engineering Jobs","Job Title - Hardware Engineer Experience - 10 years Location - Udaipur Language: Japanese Language (Bilingual) (Indian & Japanese) Speaking/Reading Proficiency is a must. Job Description Design, develop, and test ATM hardware; work on mechanical designs and ensure compliance with industry and customer standards. Collaborate with software teams for system integration. Implement and maintain QMS, conduct audits, and define quality procedures and standards. Ensure adherence to ""Make in India"" and …","https://www.adzuna.in/details/5313129432?utm_medium=api&utm_source=c8890522","24.462262","73.697442"
"Senior Software Engineer (Full Stack) - Cybersecurity AI","Visa","Bangalore, Karnataka","2025-07-23T04:16:35Z","IT Jobs","Job Description As part of the Visa’s Cybersecurity AI Center of Excellence, our team is focused on developing, operating, and driving the success of innovative analytics products that protect against cyber criminals and fraudsters. Leveraging the latest advancements in AI and machine learning, we work collaboratively with other cyber & risk teams to ensure our cybersecurity solutions align with customers' business objectives and deliver real-world impact. Team members are involved in all aspec…","https://www.adzuna.in/details/5317266752?utm_medium=api&utm_source=c8890522","12.95703","77.59837"
"Services Engineer - SCADA","GE Vernova","Noida, Ghaziabad","2025-07-13T02:34:46Z","Engineering Jobs","Job Description Summary Come Join Our Software Integration Team Our main activity consists in setting up GE Vernova software in different environments for internal and external customers, supporting project activities and providing expertise in tailoring the components based on requirements. We have a hybrid work environment as we work from home, the office and travel to customer sites as needed. The integration engineer is a key member in all projects, being engaged throughout the full lifecyc…","https://www.adzuna.in/details/5300209285?utm_medium=api&utm_source=c8890522","28.56579","77.3225"
"Software Test Engineer, HIL","Magna International, Inc","India","2025-07-19T06:17:38Z","Engineering Jobs","We see a future where everyone can live and move without limitations. That's why we are developing technologies, systems and concepts that make vehicles safer and cleaner, while serving our communities, the planet and, above all, people. In the right environment, your ideas can turn into industry-changing automotive technologies and improve the lives of people around the world. Let's create the future of mobility, together. Job descriptions may display in multiple languages based on your langua…","https://www.adzuna.in/details/5311233660?utm_medium=api&utm_source=c8890522","22.3511148","78.6677428"
"Salesforce Implementation Manager","Qode","Cahmrajendrapet, Bangalore","2025-07-15T16:33:50Z","IT Jobs","About the Role: We are seeking an experienced Implementation Lead to drive the implementation strategy of our SaaS-based integration platform . The ideal candidate will lead a team of Implementation Managers & Consultants, ensuring seamless execution and a high level of customer satisfaction. This role requires strong leadership, stakeholder management, and a deep understanding of enterprise software solutions, SaaS, and system integrations. Lead, mentor, and manage the Implementation Team to e…","https://www.adzuna.in/details/5303435447?utm_medium=api&utm_source=c8890522","12.96745","77.5822"
"Fresher Electrical Engineer","CJ Konsultants","Hyderabad, Telangana","2025-07-01T20:33:17Z","Engineering Jobs","Position: Electrical Engineer Location: Patancheru Fresher Job Overview We are seeking a motivated Fresher Electrical Engineer to join our team full-time in Hyderabad. This entry-level position is ideal for candidates with 0 to 1 year of experience who are eager to apply their knowledge in electrical engineering within a consulting environment. Your role will involve troubleshooting and circuit design, contributing to innovative projects. Qualifications and Skills Electrical Troubleshooting (Ma…","https://www.adzuna.in/details/5277831764?utm_medium=api&utm_source=c8890522","17.40275","78.50806"
"Experienced Software Engineer","The Boeing Company","Bangalore, Karnataka","2025-06-28T23:43:24Z","Engineering Jobs","Job Description At Boeing, we innovate and collaborate to make the world a better place. We're committed to fostering an environment for every teammate that's welcoming, respectful and inclusive, with great opportunity for professional growth. Find your future with us. Overview As a leading global aerospace company, Boeing develops, manufactures and services commercial airplanes, defense products and space systems for customers in more than 150 countries. As a top U.S. exporter, the company lev…","https://www.adzuna.in/land/ad/5273714719?se=LO-jgMBn8BGEAq--mXje6A&utm_medium=api&utm_source=c8890522&v=8AC1302293A38CA9652EB66A0E68823AA8BCB448","12.9881567","77.6226000"
"Experienced Software Engineer -C/C++ & Python Developer","The Boeing Company","Bangalore, Karnataka","2025-07-17T10:37:27Z","Engineering Jobs","Job Description At Boeing, we innovate and collaborate to make the world a better place. We're committed to fostering an environment for every teammate that's welcoming, respectful and inclusive, with great opportunity for professional growth. Find your future with us. As a leading global aerospace company, Boeing develops, manufactures and services commercial airplanes, defense products and space systems for customers in more than 150 countries. As a top U.S. exporter, the company leverages th…","https://www.adzuna.in/land/ad/5307821373?se=LO-jgMBn8BGEAq--mXje6A&utm_medium=api&utm_source=c8890522&v=9A0F87807F411DF6D1CA743597BA7C050BD05D82","12.9881567","77.6226000"
"Platform Engineer, Enterprise Platforms, SAP Integration Engineer","Astellas Pharma","Bangalore, Karnataka","2025-06-28T23:47:05Z","IT Jobs","Do you want to be part of an inclusive team that works to develop innovative therapies for patients? Every day, we are driven to develop and deliver innovative and effective new medicines to patients and physicians. If you want to be part of this exciting work, you belong at Astellas! Astellas Pharma Inc. is a pharmaceutical company conducting business in more than 70 countries around the world. We are committed to turning innovative science into medical solutions that bring value and hope to p…","https://www.adzuna.in/land/ad/5273762878?se=LO-jgMBn8BGEAq--mXje6A&utm_medium=api&utm_source=c8890522&v=51697A5A18AD4EC1B9D7D306971107BF2AB90A7A","12.9881567","77.6226000"
"Systems Engineer","Objective Systems Integra","India","2025-07-16T02:47:31Z","IT Jobs","The Company MYCOM OSI is a leading telecom software vendor providing network and service management solutions (Assurance, Automation and Analytics) to leading Communications Service Providers (CSPs) including 8 out of 10 of the world’s largest global CSP groups, including Airtel, Vodafone, Telefonica and Deutsche Telekom. In one country alone MYCOM OSI helps manage the network and service experience of more than 800 million mobile subscribers. MYCOM OSI has been at the forefront of innovation a…","https://www.adzuna.in/details/5304568551?utm_medium=api&utm_source=c8890522","22.3511148","78.6677428"
"Software Engineer Lead","Evnek Technologies Pvt Ltd","Richmond Town, Bangalore","2025-07-21T20:52:48Z","IT Jobs","Job Title: Software Engineer Lead Experience: 6 Years Location: Bangalore Notice Period: Immediate Joiners Only Job Overview: We are seeking a highly skilled and motivated Software Engineer Lead with 6 years of experience to join our team in Bangalore. The ideal candidate will bring strong software engineering principles, cross-functional system knowledge, and hands-on experience in modern development environments and technologies. Key Responsibilities: Design, develop, test, and maintain engin…","https://www.adzuna.in/details/5314695202?utm_medium=api&utm_source=c8890522","12.9706","77.60024"
"Data & Infrastructure Engineer","Infraveo","Ranip, Ahmedabad","2025-07-04T02:59:20Z","IT Jobs","This is a remote position. Seeking a versatile and experienced engineer to build scalable data pipelines and maintain a Kubernetes-based infrastructure. The ideal candidate has a strong background in data engineering, backend systems, and DevOps. Responsibilities: Develop and maintain high-performance, scalable data pipelines Manage and enhance containerized infrastructure using Kubernetes Support product intelligence with robust data systems Requirements Proven software development and data in…","https://www.adzuna.in/details/5282512846?utm_medium=api&utm_source=c8890522","23.1179","72.57796"
"Firmware Developer","IBM","Hyderabad, Telangana","2025-07-18T11:44:35Z","IT Jobs","Introduction At IBM, work is more than a job - it's a calling: To build. To design. To code. To consult. To think along with clients and sell. To make markets. To invent. To collaborate. Not just to do something better, but to attempt things you've never thought possible. Are you ready to lead in this new era of technology and solve some of the world's most challenging problems? If so, lets talk. Your role and responsibilities IBM ISDL Power hypervisor development group is working on virtualisa…","https://www.adzuna.in/land/ad/5309607132?se=gknoi8Bn8BGkqcUnBoDkTw&utm_medium=api&utm_source=c8890522&v=9596A22CB2C6CE1BB2E466C9570CC04F2AD10F76","17.40275","78.50806"
"Firmware Developer","IBM","Hyderabad, Telangana","2025-07-18T11:44:35Z","IT Jobs","Introduction At IBM, work is more than a job - it's a calling: To build. To design. To code. To consult. To think along with clients and sell. To make markets. To invent. To collaborate. Not just to do something better, but to attempt things you've never thought possible. Are you ready to lead in this new era of technology and solve some of the world's most challenging problems? If so, lets talk. Your role and responsibilities IBM ISDL Power hypervisor development group is working on virtualisa…","https://www.adzuna.in/land/ad/5309607214?se=gknoi8Bn8BGkqcUnBoDkTw&utm_medium=api&utm_source=c8890522&v=263B8452AC0145B5332A4DA38AC4281307935E4C","17.40275","78.50806"
"Firmware Developer","IBM","Hyderabad, Telangana","2025-06-26T23:40:40Z","IT Jobs","Introduction IBM is a global technology and innovation company. It is the largest technology and consulting employer in the world, with presence in 170 countries. The diversity and breadth of the entire IBM portfolio of research, consulting, solutions, services, systems and software, uniquely distinguishes IBM from other companies in the industry. Over the past 100 years, a lot has changed at IBM, in this new era of Cognitive Business, IBM is helping to reshape industries as diverse as healthca…","https://www.adzuna.in/land/ad/5269948425?se=gknoi8Bn8BGkqcUnBoDkTw&utm_medium=api&utm_source=c8890522&v=5D88CD642D7EA89DDB3253960A4E938FEB10F3AF","17.40275","78.50806"
"Firmware Developer","IBM","Bangalore, Karnataka","2025-07-17T10:38:08Z","IT Jobs","Introduction At IBM, work is more than a job - it's a calling: To build. To design. To code. To consult. To think along with clients and sell. To make markets. To invent. To collaborate. Not just to do something better, but to attempt things you've never thought possible. Are you ready to lead in this new era of technology and solve some of the world's most challenging problems? If so, lets talk. Your role and responsibilities Crypto Express Adapter on z Systems allows companies to protect data…","https://www.adzuna.in/land/ad/5307822075?se=gknoi8Bn8BGkqcUnBoDkTw&utm_medium=api&utm_source=c8890522&v=376C831CD90DA7D77020BF8F7D814205ACEE90FB","12.95703","77.59837"
