"Title","Company","Location","Created","Category","Description","URL","Latitude","Longitude"
"SW Architect / TechLead (1 Position)","Safran","Bangalore, Karnataka","2025-06-25T23:41:35Z","IT Jobs","SW Architect / TechLead (1 Position) Company : Safran Engineering Services Job field : Software Location : Bangalore , India Contract type : Permanent Contract duration : Full-time Required degree : Bachelor's Degree Required experience : More than 5 years Professional status : Professional, Engineer & Manager  2025-159720 Apply with one click Any questions ? Job Description Reporting to the IS Automation and Innovation team of Safran Engineering Services, the Software architect's missions are …","https://www.adzuna.in/land/ad/5267909800?se=oJSE-cBn8BGEk9iNyjdi_g&utm_medium=api&utm_source=c8890522&v=7F2AD8A78000D712FBCDAB9F8EAD5DD10B2E0AFC","12.95703","77.59837"
"Senior Technical Program Manager – AI & Digital Transformation","Quantanite","Mumbai, Maharashtra","2025-07-19T04:07:33Z","IT Jobs","Job Description We are seeking an experienced Senior Technical Project Manager based in India to coordinate and oversee technical project delivery in collaboration with Nexgai, Quantanite’s technical partner, and our offshore delivery teams. This role is pivotal in ensuring seamless execution of AI-driven transformation programs, requiring strong project leadership, technical fluency, and cross-functional coordination across global stakeholders. Key Responsibilities Drive end-to-end project del…","https://www.adzuna.in/details/5310814002?utm_medium=api&utm_source=c8890522","19.00821","72.84415"
"IN-Senior Associate_D&A_ Citizen Services_ Advisory_ Hyderabad","PricewaterhouseCoopers","India","2025-07-14T02:38:29Z","IT Jobs","Line of Service Advisory Industry/Sector GPS X-Sector Specialism Operations Management Level Senior Associate Job Description & Summary At PwC, our people in software and product innovation focus on developing cutting-edge software solutions and driving product innovation to meet the evolving needs of clients. These individuals combine technical experience with creative thinking to deliver innovative software products and solutions. In business analysis at PwC, you will focus on analysing and i…","https://www.adzuna.in/details/5301297011?utm_medium=api&utm_source=c8890522","22.3511148","78.6677428"
"Senior Technical Lead & Developer - Network Tools","Ford Motor","Chennai, Tamil Nadu","2025-07-22T02:38:33Z","IT Jobs","Description As a member of the Tools team within the Network Services Department, you will play a key role in designing and developing innovative self-service and automation tools that enhance the productivity and quality of network infrastructure tasks. Our Network Tools portfolio comprises custom-built software solutions that empower network teams with automation capabilities, intuitive dashboards, and self-service features, ultimately driving efficiency and excellence in enterprise network i…","https://www.adzuna.in/details/5315549500?utm_medium=api&utm_source=c8890522","13.06041","80.24963"
"Officer-Marketing Support","Vishay Components India","India","2025-07-13T02:26:51Z","Retail Jobs","The Business Marketing team provides value add by: Defining, implementing and/or maintaining strategies for cross-divisional business growth, and sets up an overall roadmap of products and solutions of all assigned divisions. Deciding the pricing strategy and ensures that related standards and guidelines are adhered in all assigned divisions. Leading negotiations of contracts and package deals with OEM, EMS and Distributors, and coordinating the involved divisions. Supporting product or market …","https://www.adzuna.in/details/5300195619?utm_medium=api&utm_source=c8890522","22.3511148","78.6677428"
"Infrastructure Architect","ValueLabs","Hyderabad, Telangana","2025-07-20T07:58:55Z","IT Jobs","Dear Aspirants, Greetings from ValueLabs! We are hiring for Infrastructure Architect Role: Infrastructure Architect Experience: 11 Years Location : Sweden Roles and Responsibilities: :* Roles and Responsibilities: * Lead and coordinate design and implementation of changes across multiple technology platforms. * Set platform vision with a clear roadmap, aligning with digital product ambitions. * Manage platform backlog (build, edit, maintain) and communicate it to stakeholders. * Oversee develop…","https://www.adzuna.in/details/5313132231?utm_medium=api&utm_source=c8890522","17.40275","78.50806"
"Fresher required for online bidding/Lead Generation","Eclick Softwares and Solutions Pvt Ltd","Kolkata, West Bengal","2025-07-19T04:07:33Z","Sales Jobs","Job Description Job Position - Online Bidder Experience - 0 to 3 years Salary - 10,000 - 15,000 Shift Timing - 9am to 6pm Work mode - Work from Office Freshers can also apply Qualifications And Skills Excellent in English Communication skills Freshers can also apply Comfortable in outbound and sales process Immediate joiners preferred Roles And Responsibilities Identify relevant projects on platforms such as Upwork, Freelancer, Fiverr, Guru , etc. Draft compelling proposals and cover letters ta…","https://www.adzuna.in/details/5310814186?utm_medium=api&utm_source=c8890522","22.57285","88.34373"
"Associate Process Manager","eClerx","Mumbai, Maharashtra","2025-07-19T02:41:11Z","IT Jobs","Description Job description: Strong experience with all aspects of the RPA technology platform. Hands on experience with UiPath is mandatory. Must have worked on min 2/3 Live project on UiPath and know Process development, Test, Deployment in UiPath . Design and develop solutions utilizing RPA tools and maintain technical responsibility for project delivery. Coordinate activities within clients IT / RPA COE / business environments to develop, test and deploy RPA solutions. Experience with scrip…","https://www.adzuna.in/details/5310704881?utm_medium=api&utm_source=c8890522","19.00821","72.84415"
"Technical Project Manager- Intern","Weekday AI","India","2025-06-24T20:07:46Z","IT Jobs","This role is for one of Weekday’s clients Min Experience: 0 years Location: Mumbai JobType: full-time Requirements Position Overview We are seeking a motivated Technical Project Management Intern to join our team. This position provides hands-on experience in managing technical projects while working alongside experienced project managers and technical teams. The ideal candidate will have strong organizational skills, basic technical knowledge, and a passion for learning project management meth…","https://www.adzuna.in/details/5265825256?utm_medium=api&utm_source=c8890522","22.3511148","78.6677428"
"Project Manager","Baldota Steel and Power Limited","Koppal, Karnataka","2025-07-21T08:01:43Z","Engineering Jobs","About the Company Baldota Steel and Power Limited, a key arm of the renowned Baldota Group, is proud to announce the commencement of its Greenfield Integrated Steel Plant Project, a transformative initiative aimed at fueling India’s industrial progress and uplifting surrounding communities. In its Phase 1, the plant will have an installed capacity of 1.2 Million Tons Per Annum (MTPA), with a strategic roadmap to expand up to 10 MTPA in the near future. This world-class steel manufacturing facil…","https://www.adzuna.in/details/5314143561?utm_medium=api&utm_source=c8890522","15.20682","75.96189"
"Project Engineer","Safety Projects Pvt Ltd","Mumbai, Maharashtra","2025-07-19T01:17:33Z","Trade & Construction Jobs","Role: Project Engineer Industry Type: Engineering & Construction Department: Construction & Site Engineering Employment Type: Full Time Role Category: Construction Engineering Location: Borivali, Mumbai Job Role: Review the contractors construction strategy, and mobilization plan and supervise the project construction phase Ensuring the engineering designs and technical specifications meet the required standards and are implemented correctly. Acting as the bridge between the project manager and…","https://www.adzuna.in/details/5310169058?utm_medium=api&utm_source=c8890522","19.00821","72.84415"
"Back End Developer - Java","Jio","Bangalore, Karnataka","2025-07-21T02:31:25Z","IT Jobs","Company Overview Jio is a leading force in the media and telecommunications industry, driving the success of India's foremost telecom operator with over 400 million customers. We enhance digital experiences by delivering scalable, functional, and engaging apps and services, catering to both B2C and B2B customers. Our innovative solutions include end-to-end 5G networks, AI/ML platforms, and cloud-native functionalities that streamline and simplify network operations. Job Overview Join Jio as a M…","https://www.adzuna.in/details/5313925127?utm_medium=api&utm_source=c8890522","12.95703","77.59837"
"BIM Engineer - Fire Life Safety","WSP","Noida, Ghaziabad","2025-07-05T20:52:11Z","Engineering Jobs","Description Deliver high quality information, data and models to the Appointing Party and ensure that the delivery of information within the supply chain is in compliance with the contract requirements. Close liaison with the project team and act as point of contact Follow project BEP in line with the organization's standard and ensure collaborative inputs from different stakeholders are well coordinated and embedded. Provide Quality Assurance dealing with the Implementation and Administration …","https://www.adzuna.in/details/5287875484?utm_medium=api&utm_source=c8890522","28.56579","77.3225"
"Customer Account Manager - APAC","Sociabble","Mumbai, Maharashtra","2025-07-22T16:17:14Z","Sales Jobs","Job Description ✨ Customer Account Manager As a Customer Account Manager, you are responsible for the business strategy and development of your client portfolio in APAC. Your mission is to ensure customer satisfaction, retention, and growth of strategic accounts by aligning their business challenges with Sociabble’s solutions. You are the key partner for client decision-makers (C-level, Sponsors, Communication, HR, IT…) and oversee the entire customer lifecycle, from onboarding to partnership d…","https://www.adzuna.in/details/5316335565?utm_medium=api&utm_source=c8890522","19.00821","72.84415"
"Web Project Executive","Schbang","Mumbai, Maharashtra","2025-07-07T09:14:29Z","IT Jobs","Designation: Project Executive Location: Mumbai Experience Required: 1-3 years Role Overview: We are seeking a highly motivated and detail-oriented Web Project Coordinator to assist in planning, implementing, and managing new web projects. You will work closely with the Project Manager to ensure timely execution and quality delivery across Shopify and WordPress websites. Key Responsibilities: Collaborate with the project management team to define project scope and deliverables Assist in the man…","https://www.adzuna.in/details/5289686492?utm_medium=api&utm_source=c8890522","19.00821","72.84415"
"Structural Engineer","Weekday AI","India","2025-07-16T16:39:21Z","Engineering Jobs","This role is for one of the Weekday's clients Min Experience: 5 years Location: Hyderabad JobType: full-time We are looking for a skilled Structural Engineer with a strong background in structural design and analysis, particularly for solar mounting systems. The ideal candidate will bring expertise in U.S. building codes, structural modeling, and collaborative project execution. Experience in the solar energy sector is a strong plus. Requirements Key Responsibilities: Structural Design & Engine…","https://www.adzuna.in/details/5306297011?utm_medium=api&utm_source=c8890522","22.3511148","78.6677428"
"Business Analyst (Banking ATM Process Expertise)","SATMAT TECHNOLOGIES","Thane, Maharashtra","2025-07-11T22:56:05Z","IT Jobs","Role :- Business Analyst (Banking Domain with ATM Process Expertise) EXP :- 3 - 5 years Location :- Thane (WFO)  *Job Summary:* We are seeking a highly skilled Business Analyst with expertise in the banking domain, particularly in ATM processes. The ideal candidate will have a strong background in analyzing, defining, and optimizing banking workflows, with a focus on enhancing ATM operations, compliance, and customer experience. The candidate will play a key role in gathering requirements, work…","https://www.adzuna.in/details/5297943489?utm_medium=api&utm_source=c8890522","19.17335","73.04845"
"Senior IT Product Owner INT","Tyson IT solutions India","Bangalore, Karnataka","2025-07-19T02:34:14Z","IT Jobs","Job Details: As a Senior IT Product Owner, you'll collaborate closely with experienced product managers and cross-functional teams and gain hands-on experience in defining product vision, strategy, and roadmap aligned with business objectives and market needs. Leveraging your strong analytical skills and passion for technology, you'll assist in gathering market insights, conducting user research, and prioritizing features to drive product development and innovation. You'll support the execution…","https://www.adzuna.in/details/5310691943?utm_medium=api&utm_source=c8890522","12.95703","77.59837"
"Electrical Project Manager (Transmission Project)","DCS Group","Ghaziabad, Uttar Pradesh","2025-07-03T20:36:07Z","Trade & Construction Jobs","Electrical Industry Profile - Project Manager Qualification - B.Tech - electrical engineering from an accredited university or college. Experience - Min. 12 yrs. in HT/ LT transmission lines installation, HT & LT cable laying, internal/ external wiring, internal/ external lighting . Salary - Upto 6 LPA Location - Ghaziabad Job Description Supervising and managing Electrical projects from start to finish, ensuring adherence to project plans and specifications. Reporting project updates, mileston…","https://www.adzuna.in/details/5281919752?utm_medium=api&utm_source=c8890522","28.6735","77.4199"
"Electrical Project Manager (Electrical industry)","DCS Group","Ghaziabad, Uttar Pradesh","2025-07-18T01:15:16Z","Trade & Construction Jobs","Electrical Industry Profile - Project Manager Qualification - B.Tech - electrical engineering from an accredited university or college. Experience - Min. 12 yrs. in HT/ LT transmission lines installation, HT & LT cable laying, internal/ external wiring, internal/ external lighting . Salary - Upto 6 LPA Location - Ghaziabad Job Description Supervising and managing Electrical projects from start to finish, ensuring adherence to project plans and specifications. Reporting project updates, mileston…","https://www.adzuna.in/details/5308439427?utm_medium=api&utm_source=c8890522","28.6735","77.4199"
"Design Coordination Expert","SMEC India","India","2025-07-13T02:26:41Z","Engineering Jobs","Job Description: Seeking a Design Coordination Expert with 10 years of experience in dam construction , preferably RCC dams. The role involves managing design interfaces, ensuring compliance with project requirements, and coordinating between design and construction teams . Key Responsibilities: Oversee design development, review, and integration with construction . Ensure compliance with technical standards, safety regulations, and project specifications . Coordinate between designers, enginee…","https://www.adzuna.in/details/5300195277?utm_medium=api&utm_source=c8890522","22.3511148","78.6677428"
"Project Engineer","Steamax Envirocare","New Delhi, Delhi","2025-07-20T07:59:17Z","Energy, Oil & Gas Jobs","About Steamax: Founded in 2008, Steamax specialises in solid biomass fuel technology. We aim to transform industrial energy consumption, helping businesses reduce their carbon footprint and fuel costs. Our offerings include innovative products like biomass-fired boilers, conversion kits for gas & oil-fired boilers to biomass, automatic fuel-feeding systems, biomass fuels for industries and boiler operation & maintenance services. With a focus on research and development, Steamax has catered to …","https://www.adzuna.in/details/5313133041?utm_medium=api&utm_source=c8890522","28.62623","77.21808"
"Requirements Analyst","Iskraemeco","Kolkata, West Bengal","2025-07-20T07:58:10Z","Engineering Jobs","Iskraemeco by Kaynes Technology at Kolkata is looking for a proactive and technically sound Manager – Requirement Analysis to bridge the gap between customer needs and technical implementation. The ideal candidate should have prior experience in requirement gathering, technical coordination, and project delivery within the utility domain (power distribution, smart metering, etc.). Key Responsibilities: a. Convert customer project requirements into clear and comprehensive SRS . b. Coordinate wit…","https://www.adzuna.in/details/5313128252?utm_medium=api&utm_source=c8890522","22.57285","88.34373"
"Technical Project Analyst","Yubi Group","Rameshnagar, Bangalore","2025-07-03T17:05:26Z","IT Jobs","Role: Technical Project Analyst Location: Mumbai About YUBI Yubi, formerly known as CredAvenue, is re-defining global debt markets by freeing the flow of finance between borrowers, lenders, and investors. We are the world's possibility platform for the discovery, investment, fulfilment, and collection of any debt solution. At Yubi, opportunities are plenty and we equip you with tools to seize it. In March 2022, we became India’s fastest fintech and most impactful startup to join the unicorn clu…","https://www.adzuna.in/details/5281223184?utm_medium=api&utm_source=c8890522","12.92025","77.6778"
"AutoCAD","Ameenji Rubber Limited","Medak, Telangana","2025-07-15T02:34:26Z","Creative & Design Jobs","Company Overview Ameenji Rubber Limited is a reputable and ISO 9001-2015 certified company specializing in the manufacturing of Elastomeric Bridge Bearings, POT-PTFE Bearings, and Expansion Joints approved by the Ministry of Road Transport and Highways Government of India. With headquarters in Hyderabad and a workforce of 201-500 employees, Ameenji Rubber operates in the Wholesale Import and Export industry, embodying stringent adherence to IRC codes and specifications. Learn more at www.ameenj…","https://www.adzuna.in/details/5302578682?utm_medium=api&utm_source=c8890522","17.6576","77.64745"
"Project Engineer","Worley","India","2025-06-29T03:14:46Z","Engineering Jobs","We deliver the world’s most complex projects. Work as part of a collaborative and inclusive team. Enjoy a varied & challenging role. Building on our past. Ready for the future Worley is a global professional services company of energy, chemicals and resources experts headquartered in Australia. Right now, we’re bridging two worlds as we accelerate to more sustainable energy sources, while helping our customers provide the energy, chemicals and resources that society needs now. We partner with o…","https://www.adzuna.in/details/5274105225?utm_medium=api&utm_source=c8890522","22.3511148","78.6677428"
"Area HSE Advisor-VCM/EDC","Bechtel Corporation","India","2025-07-03T01:48:46Z","Engineering Jobs","Requisition ID: 282619 - Relocation Authorized: National - Single - Telework Type: Full-Time Office/Project - Work Location: Nagothane Extraordinary teams building inspiring projects: Since 1898, we have helped customers complete more than 25,000 projects in 160 countries on all seven continents that have created jobs, grown economies, improved the resiliency of the world's infrastructure, increased access to energy, resources, and vital services, and made the world a safer, cleaner place. Diff…","https://www.adzuna.in/land/ad/5280449492?se=-ENMAsFn8BGEk9iNyjdi_g&utm_medium=api&utm_source=c8890522&v=C292C254A9B037124F3A5322AC69228847ED7051","22.3511148","78.6677428"
"Mechanical Engineer","Allmarc Industries Pvt Ltd","Ahmedabad, Gujarat","2025-07-12T01:00:46Z","Engineering Jobs","Job Position: Mechanical Engineer Department: Engineering & Design Location: Ahmedabad, Gujarat Reporting To: Engineering Manager / Deputy Plant Head Experience Required: 5–8 Years Industry: Metal Fabrication, Scaffolding, Formwork, Precast Systems, Industrial Products Role Summary: The Mechanical Engineer & Its Associate’s will be responsible for product engineering, technical support, and production coordination across projects involving customized metal products , formwork systems , scaffold…","https://www.adzuna.in/details/5298040346?utm_medium=api&utm_source=c8890522","23.042","72.59465"
"Senior Architect","Nawah","India","2025-07-20T07:57:38Z","Trade & Construction Jobs","Role Description This is a full-time, on-site role for a Senior Architect located in Bhubaneswar. The Senior Architect will be responsible for overseeing architectural design projects, ensuring compliance with regulations and standards, and managing project timelines. Day-to-day tasks include designing structures, integrating various architectural elements, collaborating with software development teams, and overseeing project management to ensure successful project completion. Qualifications Ex…","https://www.adzuna.in/details/5313126698?utm_medium=api&utm_source=c8890522","22.3511148","78.6677428"
"Senior Electrical Engineer - Buildings","Stantec","Pune, Maharashtra","2025-07-13T02:34:54Z","Energy, Oil & Gas Jobs","Description Primary Purpose of Job: Stantec is a leader in global infrastructure, water resource development, Buildings, Mining, Oil and Gas providing engineering design and remediation, construction, procurement, program management, and technology solutions for the environmental, water, wastewater, energy and power markets of the Americas, Europe, Middle East, Asia Pacific region. Stantec is looking for Ecologist to be based in the Pune, India office. Requirements A discipline-specific design …","https://www.adzuna.in/details/5300209601?utm_medium=api&utm_source=c8890522","18.5062","73.84735"
"Project Manager- Microsoft Dynamics 365","proMX","Borivali West, Mumbai","2025-07-20T07:58:49Z","IT Jobs","About us: proMX is a consulting company based in Germany, USA, UK, India, Canada & Singapore. As a Microsoft Solutions Partner, we focus on Microsoft Dynamics 365, project and resource management, process consulting and software development. As a very successful and dynamic company, we support nationally and internationally active customers and have already received several awards for our work. Required Skills: Minimum of 5-7 years of professional experience in project management and deliveries…","https://www.adzuna.in/details/5313131237?utm_medium=api&utm_source=c8890522","19.25678","72.82035"
"Project Engineer","Isgec Heavy Engineering Ltd.","India","2025-07-14T09:36:38Z","Engineering Jobs","We are looking for a dynamic and skilled Project Engineer to manage and execute engineering orders related to critical alloy steel, stainless steel, titanium, Hastalloy, and exotic material pressure equipment such as Pressure Vessels, Heat Exchangers, Columns, and High-Pressure Boiler Drums. The candidate must have sound technical and commercial understanding, along with project coordination capabilities. About the Role The Project Engineer will be responsible for overseeing the execution of or…","https://www.adzuna.in/details/5301594033?utm_medium=api&utm_source=c8890522","22.3511148","78.6677428"
"Senior ServiceNow Business Analyst","Unisys Global Services","India","2025-06-28T03:14:12Z","IT Jobs","What success looks like in this role: We are seeking a Senior ServiceNow Business Analyst to join our team and drive successful delivery of ServiceNow solutions for our enterprise clients. The ideal candidate will play a dual role—serving as a strategic liaison between business users and IT while leading documentation and analysis efforts to design efficient, scalable, and user-friendly systems. This individual will also contribute to technical writing efforts, project coordination, solution de…","https://www.adzuna.in/details/5272286137?utm_medium=api&utm_source=c8890522","22.3511148","78.6677428"
"Principal Civil Engineer","Right Advisors Private Limited","Noida, Ghaziabad","2025-07-14T09:36:38Z","Engineering Jobs","Dear Candidates, Great Opportunity ! Hiring for Principal Civil Design. Location - Noida Experience - Min 15 years Qualification - B .Tech / B.E . Industry - Design ,Water Treatment Salary - no bar for right candidate Roles and Responsibilities :- Job Title: Principal Civil Engineer – Water Treatment This is an excellent role where you will have the opportunity to work on a variety of significant global projects. The successful candidate will have demonstrable experience of project team leaders…","https://www.adzuna.in/details/5301594021?utm_medium=api&utm_source=c8890522","28.56579","77.3225"
"Senior Quality Assurance Engineer","IntraEdge","Bangalore, Karnataka","2025-07-07T09:11:36Z","IT Jobs","Website- https://intraedge.com/ Position : Quality Assurance Engineer Location: Bangalore(Hybrid) Exp level – 8 years Leadership Responsibilities: - 8 year of experience in Quality Assurance and testing, with Minimum 2 years of experience in leading a team. - Lead Test Automation Strategies Plans and Execution Artifacts with internal and external partners. - Develop test plans, testing resource requirements, and scheduling of testing activity. - Drive team/release level processes demonstrating …","https://www.adzuna.in/details/5289680331?utm_medium=api&utm_source=c8890522","12.9881567","77.6226000"
"Interior Designer","Embassy Interiors Pvt Ltd","Bangalore, Karnataka","2025-07-14T09:36:09Z","Creative & Design Jobs","Job Summary: We are seeking a seasoned and creative Interior Design Manager with 12–15 years of experience, preferably in luxury interior design. The ideal candidate should have a strong design sensibility, leadership acumen and hands-on experience managing high-end residential, hospitality, or commercial interior projects. This role requires someone who can guide a team of 8–10 designers, uphold design quality, and ensure timely delivery across multiple projects. Key Responsibilities: Lead and…","https://www.adzuna.in/details/5301591248?utm_medium=api&utm_source=c8890522","12.9881567","77.6226000"
"Planner Interior","KBros Aristo Pvt Ltd","India","2025-07-06T21:41:31Z","Manufacturing Jobs","Job Title: Planner Location: Bommasandra, Bangalore Experience: 1-3years (preferably in furniture/interior industry) Job Summary: We are seeking a detail-oriented and proactive Project Coordinator to oversee technical operations and ensure seamless execution of furniture/interior projects. The ideal candidate will be responsible for coordinating with cross-functional teams, maintaining documentation, tracking project milestones, and ensuring timely communication with internal teams and clients.…","https://www.adzuna.in/details/5289170681?utm_medium=api&utm_source=c8890522","22.3511148","78.6677428"
"Senior Business Analyst","Cisive","India","2025-07-15T02:29:47Z","IT Jobs","About Cisive Cisive is a trusted partner for comprehensive, high-risk compliance-driven background screening and workforce monitoring solutions, specializing in highly regulated industries—such as healthcare, financial services, and transportation. We catch what others miss, and we are dedicated to helping our clients effortlessly secure the right talent. As a global leader, Cisive empowers organizations to hire with confidence. Through our PreCheck division, Cisive provides specialized backgro…","https://www.adzuna.in/details/5302572013?utm_medium=api&utm_source=c8890522","22.3511148","78.6677428"
"Manager - Salesforce Technical Expert","RAK Ceramics","Mumbai, Maharashtra","2025-06-28T07:01:05Z","IT Jobs","About the Job Who We Are We help to create icons. We help to build marvels. Our products feature in some of the most iconic buildings in the world. RAK Ceramics is one of the largest ceramics brands globally, specializing in ceramic and gres porcelain wall and floor tiles, sanitaryware, faucets, and tableware. Headquartered in the United Arab Emirates, we serve clients in over 150 countries through operational hubs in Europe, the Middle East and North Africa, Asia, North & South America, and Au…","https://www.adzuna.in/details/5272409866?utm_medium=api&utm_source=c8890522","19.00821","72.84415"
