"Title","Company","Location","Created","Category","Description","URL","Latitude","Longitude"
"Area HSE Advisor-VCM/EDC","Bechtel Corporation","India","2025-07-03T01:48:46Z","Engineering Jobs","Requisition ID: 282619 - Relocation Authorized: National - Single - Telework Type: Full-Time Office/Project - Work Location: Nagothane Extraordinary teams building inspiring projects: Since 1898, we have helped customers complete more than 25,000 projects in 160 countries on all seven continents that have created jobs, grown economies, improved the resiliency of the world's infrastructure, increased access to energy, resources, and vital services, and made the world a safer, cleaner place. Diff…","https://www.adzuna.in/land/ad/5280449492?se=XuZXqJJo8BG13rKjgzy-6Q&utm_medium=api&utm_source=c8890522&v=C292C254A9B037124F3A5322AC69228847ED7051","22.3511148","78.6677428"
"Mechanical Engineer","Allmarc Industries Pvt Ltd","Ahmedabad, Gujarat","2025-07-12T01:00:46Z","Engineering Jobs","Job Position: Mechanical Engineer Department: Engineering & Design Location: Ahmedabad, Gujarat Reporting To: Engineering Manager / Deputy Plant Head Experience Required: 5–8 Years Industry: Metal Fabrication, Scaffolding, Formwork, Precast Systems, Industrial Products Role Summary: The Mechanical Engineer & Its Associate’s will be responsible for product engineering, technical support, and production coordination across projects involving customized metal products , formwork systems , scaffold…","https://www.adzuna.in/details/5298040346?utm_medium=api&utm_source=c8890522","23.042","72.59465"
"Project Engineer","Isgec Heavy Engineering Ltd.","India","2025-07-14T09:36:38Z","Engineering Jobs","We are looking for a dynamic and skilled Project Engineer to manage and execute engineering orders related to critical alloy steel, stainless steel, titanium, Hastalloy, and exotic material pressure equipment such as Pressure Vessels, Heat Exchangers, Columns, and High-Pressure Boiler Drums. The candidate must have sound technical and commercial understanding, along with project coordination capabilities. About the Role The Project Engineer will be responsible for overseeing the execution of or…","https://www.adzuna.in/details/5301594033?utm_medium=api&utm_source=c8890522","22.3511148","78.6677428"
"Principal Civil Engineer","Right Advisors Private Limited","Noida, Ghaziabad","2025-07-14T09:36:38Z","Engineering Jobs","Dear Candidates, Great Opportunity ! Hiring for Principal Civil Design. Location - Noida Experience - Min 15 years Qualification - B .Tech / B.E . Industry - Design ,Water Treatment Salary - no bar for right candidate Roles and Responsibilities :- Job Title: Principal Civil Engineer – Water Treatment This is an excellent role where you will have the opportunity to work on a variety of significant global projects. The successful candidate will have demonstrable experience of project team leaders…","https://www.adzuna.in/details/5301594021?utm_medium=api&utm_source=c8890522","28.56579","77.3225"
"Engineer - Piping","Hillenbrand","Coimbatore South, Coimbatore","2025-07-11T02:29:42Z","Engineering Jobs","Position Title Engineer for Plant Layout and Piping Position: - Piping Engineer Job Type: - Full-time / permanent Experience: - 3-6 years of experience Primary objective The person defined shall provide the technical support regarding plant arrangement and piping layout and shall be skilled in the application of 3D modelling systems (e.g. Autodesk Plant 3D). Major tasks of the Engineer for Plant Layout and Piping include Arrangement of equipment and piping in a plant layout for systems and enti…","https://www.adzuna.in/details/5296802958?utm_medium=api&utm_source=c8890522","10.95255","77.02995"
"Electrical & IT Tool Hook up Engineer","Micron","India","2025-07-12T02:44:03Z","Engineering Jobs","Our vision is to transform how the world uses information to enrich life for all . Micron Technology is a world leader in innovating memory and storage solutions that accelerate the transformation of information into intelligence, inspiring the world to learn, communicate and advance faster than ever. Roles & Responsibilities Join Micron as an Electrical & IT Tool Hook Up Engineer, where your expertise will sculpt the future of technology! You will: Plan and complete electrical and IT hook-up a…","https://www.adzuna.in/details/5298600067?utm_medium=api&utm_source=c8890522","22.3511148","78.6677428"
"Manager- Construction","OTIS","India","2025-07-14T02:29:35Z","Engineering Jobs","Date Posted: 2025-05-24 Country: India Location: Aggarwal Cyber Plaza - II, Plot No C-7, Netaji Subhash Place, NEW DELHI, India Manager – Construction Developing a specific Project Execution plan for each managed site and focus the Otis team, which includes indirect reports and subcontractors, to achieve the project goals. Generating contract plans with the Project Controls Lead to enable overall project upgrades to be generated. Regularly monitor and review progress against plan and if necessa…","https://www.adzuna.in/details/5301285581?utm_medium=api&utm_source=c8890522","22.3511148","78.6677428"
"Senior Project Architect","M Moser Associates","Bangalore, Karnataka","2025-07-14T06:40:22Z","Engineering Jobs","Position Title: Senior Project Architect *Position Based in India only (Apply only if you experience working on projects based in middle east & UK. About us At M Moser, we design, engineer and deliver workplace environments that bring out the best in people. Their health, happiness and ability to do great work enables organizations to nimbly transform in an ever-challenging world. Since 1981, we have built a reputation for putting people at the centre of everything we do. We stay at the forefro…","https://www.adzuna.in/details/5301490466?utm_medium=api&utm_source=c8890522","12.9881567","77.6226000"
"MEP Engineer - Lead","Modulus Housing","Chennai, Tamil Nadu","2025-06-25T10:05:13Z","Engineering Jobs","Job Title: Senior MEP Engineer Lead – Prefab Construction Location: Taramani, Chennai Department: MEP Engineering / Prefab Projects Job Summary The Senior MEP Engineer will lead the Mechanical, Electrical, and Plumbing (MEP) design and engineering process for prefab construction projects. This role is responsible for preparing, reviewing, and submitting final MEP designs, engineering calculations, and costings for tenders and projects. The position involves detailed rate analysis, maintaining a…","https://www.adzuna.in/details/5266677098?utm_medium=api&utm_source=c8890522","13.06041","80.24963"
"Design Leader - Electrical Distribution","Schneider Electric","India","2025-07-10T02:35:53Z","Engineering Jobs","Education: - Minimum- B.E. or equivalent in Electrical Power Engineering or Electrical, electronics & communication engineering. Masters level is desirable. - Minimum 2 years of experience in relevant area - Electrical / Power electrical engineering overview & background in MV/ LV Electrical Distribution networks - Good knowledge of IEC standard in the field of LV & MV Switchgears, Power & Distribution Transformers, Power converters (UPS/VFD), UPS. - Experience in MV/LV network control & protec…","https://www.adzuna.in/details/5294730426?utm_medium=api&utm_source=c8890522","22.3511148","78.6677428"
"Design Leader-Electrical Distribution","Schneider Electric","Chennai, Tamil Nadu","2025-07-24T00:12:14Z","Engineering Jobs","Description - Do you dream of working in a company that driven by meaningful purpose? An inclusive company that empowers you to do best and be innovative? We are looking for Design Leader - Electrical Distribution (ED) & E-House (EH) | Regional Engineering Platform (REP) DELHI Mission: As part of a project team: - Acts as the leader of the technical content of the assigned customer project(s) and/or workpackage(s), and functionally reports to Technical Senior Engineer responsible for the whole …","https://www.adzuna.in/details/5318363985?utm_medium=api&utm_source=c8890522","13.06041","80.24963"
"Design Leader-Electrical Distribution","Schneider Electric","Gurgaon, Haryana","2025-07-24T00:12:14Z","Engineering Jobs","Do you dream of working in a company that driven by meaningful purpose? An inclusive company that empowers you to do best and be innovative? We are looking for Design Leader - Electrical Distribution (ED) & E-House (EH) | Regional Engineering Platform (REP) DELHI Mission: As part of a project team: - Acts as the leader of the technical content of the assigned customer project(s) and/or workpackage(s), and functionally reports to Technical Senior Engineer responsible for the whole technical scop…","https://www.adzuna.in/details/5318363980?utm_medium=api&utm_source=c8890522","28.323996","76.983738"
"Design Leader-Electrical Distribution","Schneider Electric","Bangalore, Karnataka","2025-07-24T00:12:18Z","Engineering Jobs","Do you dream of working in a company that driven by meaningful purpose? An inclusive company that empowers you to do best and be innovative? We are looking for Design Leader - Electrical Distribution (ED) & E-House (EH) | Regional Engineering Platform (REP) DELHI Mission: As part of a project team: - Acts as the leader of the technical content of the assigned customer project(s) and/or workpackage(s), and functionally reports to Technical Senior Engineer responsible for the whole technical scop…","https://www.adzuna.in/details/5318364040?utm_medium=api&utm_source=c8890522","12.95703","77.59837"
"Associate Product Manager","Paybooks | A TransPerfect Company","Bangalore, Karnataka","2025-07-20T07:58:49Z","Engineering Jobs","About the Team: - Our vision is to create a global HCM platform, augmented with a suite of AI apps to re-imagine the power of talent management. To accomplish this, we are building a highly motivated team, having right mix of curiosity, expertise, and stamina to transform the space! Job responsibilities Build market insight, customer empathy and prepare PRDs. Collaborate with UX, engineering and domain teams to groom user stories. Drive sprint priorities and validate acceptance criteria of deli…","https://www.adzuna.in/details/5313131320?utm_medium=api&utm_source=c8890522","12.9881567","77.6226000"
"Associate Product Manager- Electronics/Hardware","HeadFox","Jaipur, Rajasthan","2025-07-20T07:58:11Z","Engineering Jobs","Company Description HeadFox, based in Jaipur, is a leading manufacturer of Smart Helmets. Founded in 2017, the company focuses on creating high-quality smart wearable products designed for consumers and institutions worldwide. HeadFox is dedicated to innovation and revolutionizing the market through in-depth research and development. The company continues to deliver groundbreaking, easy-to-use, and affordable smart wearables. Role Description Headfox Innovations Pvt. Ltd. is a fast-growing D2C …","https://www.adzuna.in/details/5313128330?utm_medium=api&utm_source=c8890522","26.7441","75.9469"
"Associate Project Manager - Product Transfer","Stryker","India","2025-07-15T02:26:44Z","Engineering Jobs","Work Flexibility: Hybrid What you will do: Development of the project charter and management plan. Direct, manage, monitor, and control project. Evaluate tradeoffs within project. Collaborate with project stakeholders to develop, manage and own project scope. Develop and manage the detailed project Gantt chart. Analyze critical path, major workstreams, and intersecting milestones. Collaborate with cross-functional managers to define project budget. Monitor and maintain costs within budget. Deve…","https://www.adzuna.in/details/5302559457?utm_medium=api&utm_source=c8890522","22.3511148","78.6677428"
"Advanced Systems Engr","Honeywell","Pune, Maharashtra","2025-07-23T09:52:21Z","Engineering Jobs","Honeywell has introduced Operator Advisor from Experion® Highly Augmented Lookahead Operations (HALO) suite. Experion Operator Advisor (OA) and Operations Assistant is part of Honeywell's comprehensive Operations Excellence service program, which focuses on improving overall operator effectiveness and efficiency. We are looking at passionate, energetic top talent individuals who have will to leading the HALO OA product initiative. Roles and Responsibilities: - Understand customer requirements, …","https://www.adzuna.in/land/ad/5317564810?se=-P_0wJJo8BGH_oIPd-oBSg&utm_medium=api&utm_source=c8890522&v=134FF61D0BE148EFE49CF4CF70273D34986411A6","18.5062","73.84735"
"Analog Product Engineer Lead","Texas Instruments","Bangalore, Karnataka","2025-07-14T09:35:19Z","Engineering Jobs","Why IPP-MPP IPP-MPP product line offers high performance, innovative and cost-effective power solutions for a broad range of customer applications in enterprise, communications and automotive which include multiple phase DC/DC controllers, smart power stages, and sequencers. In MPP, our mission is to deliver the converter solutions which power large CPU, SOC, ASIC platforms in the rapidly expanding Enterprise Computing/Datacenter market. Target platforms include Intel, AMD, ARM, NVidia and cust…","https://www.adzuna.in/details/5301587471?utm_medium=api&utm_source=c8890522","12.9881567","77.6226000"
"Lead Product Engineer","Cadence Systems","India","2025-07-15T02:26:40Z","Engineering Jobs","At Cadence, we hire and develop leaders and innovators who want to make an impact on the world of technology. Job Title: Lead Product Engineer Location: Bangalore Cadence is a pivotal leader in electronic design, building upon more than 30 years of computational software expertise. The company applies its underlying Intelligent System Design strategy to deliver software, hardware and IP that turn design concepts into reality. Cadence customers are the world’s most innovative companies, deliveri…","https://www.adzuna.in/details/5302559080?utm_medium=api&utm_source=c8890522","22.3511148","78.6677428"
"Lead Product Engineer - MIPI Protocol","Cadence Systems","India","2025-06-29T03:18:54Z","Engineering Jobs","At Cadence, we hire and develop leaders and innovators who want to make an impact on the world of technology. Job Title: Lead Product Engineer Location: Bangalore/Ahmedabad Cadence is a pivotal leader in electronic design, building upon more than 30 years of computational software expertise. The company applies its underlying Intelligent System Design strategy to deliver software, hardware and IP that turn design concepts into reality. Cadence customers are the world’s most innovative companies…","https://www.adzuna.in/details/5274107800?utm_medium=api&utm_source=c8890522","22.3511148","78.6677428"
"Lead Test Engineer – Product Assurance","Allegion India","Bangalore, Karnataka","2025-07-13T02:34:52Z","Engineering Jobs","Creating Peace of Mind by Pioneering Safety and Security At Allegion, we help keep the people you know and love safe and secure where they live, work and visit. With more than 30 brands, 12,000 employees globally and products sold in 130 countries, we specialize in security around the doorway and beyond. Additionally, in 2024 we were awarded the Gallup Exceptional Workplace Award, which recognizes the most engaged workplace cultures in the world. Job Description: Roles & Responsibilities, Abili…","https://www.adzuna.in/details/5300209543?utm_medium=api&utm_source=c8890522","12.95703","77.59837"
"Lead Product Validation Engineer","Cadence Systems","India","2025-07-23T02:40:37Z","Engineering Jobs","At Cadence, we hire and develop leaders and innovators who want to make an impact on the world of technology. Job Title: Lead Product Validation Engineer Location: Noida Cadence is a pivotal leader in electronic design, building upon more than 30 years of computational software expertise. The company applies its underlying Intelligent System Design strategy to deliver software, hardware and IP that turn design concepts into reality. Cadence customers are the world’s most innovative companies, d…","https://www.adzuna.in/details/5317140281?utm_medium=api&utm_source=c8890522","22.3511148","78.6677428"
"Lead DevOps Engineer - Developer Productivity","HighLevel","Delhi, India","2025-06-28T03:17:27Z","Engineering Jobs","About Us: HighLevel is an AI powered, all-in-one white-label sales & marketing platform that empowers agencies, entrepreneurs, and businesses to elevate their digital presence and drive growth. We are proud to support a global and growing community of over 2 million businesses, comprised of agencies, consultants, and businesses of all sizes and industries. HighLevel empowers users with all the tools needed to capture, nurture, and close new leads into repeat customers. As of mid 2025, HighLevel…","https://www.adzuna.in/details/5272288688?utm_medium=api&utm_source=c8890522","28.62523","77.224601"
"Senior Post-Silicon Product Engineer, Silicon Systems Group","Amazon","Bangalore, Karnataka","2025-07-18T11:43:17Z","Engineering Jobs","Description Come join Amazon Devices and work within Amazon Lab126, where top engineers, researchers, and scientists invent, design, and build Amazon's new consumer electronics devices and services. Amazon Lab126 has produced the best-selling Kindle devices, the ground breaking Fire tablets and Fire TV, and the revolutionary Echo. We are seeking a seasoned Senior Post-Silicon Product Engineer to lead and execute critical post-silicon validation, characterization, and production ramp activities …","https://www.adzuna.in/land/ad/5309606595?se=Ng6QypJo8BGH_oIPd-oBSg&utm_medium=api&utm_source=c8890522&v=67D2D80EE959199C407F080F0727C6847EEE7F57","12.9881567","77.6226000"
"Lead Software Engineer","The Boeing Company","Bangalore, Karnataka","2025-07-11T04:03:57Z","Engineering Jobs","Job Description At Boeing, we innovate and collaborate to make the world a better place. We're committed to fostering an environment for every teammate that's welcoming, respectful and inclusive, with great opportunity for professional growth. Find your future with us. Overview As a leading global aerospace company, Boeing develops, manufactures and services commercial airplanes, defense products and space systems for customers in more than 150 countries. As a top U.S. exporter, the company lev…","https://www.adzuna.in/land/ad/5296918245?se=Ng6QypJo8BGH_oIPd-oBSg&utm_medium=api&utm_source=c8890522&v=D8F3BAC0059C0C4E894FFA45709BE75DDACFD92A","12.9881567","77.6226000"
"Lead Engineer - Material Planner","GE Vernova","Tamil Nadu, India","2025-07-18T11:44:15Z","Engineering Jobs","Job Description Summary As Product Lifecycle Engineer, you will work with the Valve Design Team Leader. The successful candidate will be part of a highly motivated, dynamic and rapidly growing team of engineers working on the project activities related to HVDC applications. This is a very exciting and dynamic field of power engineering in which GE's leading contribution has worldwide recognition. The Role will focus on material data and Bill of Material (BoM) management within our ERP (SAP) sys…","https://www.adzuna.in/land/ad/5309606965?se=Ng6QypJo8BGH_oIPd-oBSg&utm_medium=api&utm_source=c8890522&v=5B10E5546760FA7889D046542BD4D8FB00633869","10.989607","78.607338"
"Sr Staff Engineer- ATE Logic/DFT/BSCAN pattern specification and pattern generation lead","Renesas","Hyderabad, Telangana","2025-07-12T10:46:12Z","Engineering Jobs","Sr Staff Engineer- ATE Logic/DFT/BSCAN pattern specification and pattern generation lead Job Description - Post-Silicon ATE Lead to lead and manage post-silicon validation and production testing efforts using ATE platforms. This role requires strong technical expertise in silicon characterization, test development, and working closely with cross-functional teams including design, DFT, packaging, and product engineering. Own and lead post-silicon validation and ATE characterization for silicon d…","https://www.adzuna.in/land/ad/5299205431?se=qsmu0ZJo8BGH_oIPd-oBSg&utm_medium=api&utm_source=c8890522&v=E7569FD2E9862E295E60AAD11B3C07567DCA419D","17.40275","78.50806"
"Manufacturing Engineering Lead","Eaton Corporation","Bangalore, Karnataka","2025-06-26T23:40:14Z","Engineering Jobs","What you'll do: Providing technical leadership to the manufacturing engineering staff. Leading multiple large scale transition and NPI projects within the plant while working with the global teams. Facilitating 8D problem solving, investigating and troubleshooting issues, and presenting conclusions to internal and external customers. Ensure individual and group project objectives are met. Prepares/reviews documents including cost estimates, capital appropriation requests, project schedules, des…","https://www.adzuna.in/land/ad/5269937558?se=qsmu0ZJo8BGH_oIPd-oBSg&utm_medium=api&utm_source=c8890522&v=D919F16AB2373C89A7A243B755C23A94F4611241","12.95703","77.59837"
"Sr Staff Engineer- ATE Logic/DFT/BSCAN pattern specification and pattern generation lead","Renesas Electronics","Hyderabad, Telangana","2025-07-13T03:49:42Z","Engineering Jobs","Job Description Post-Silicon ATE Lead to lead and manage post-silicon validation and production testing efforts using ATE platforms. This role requires strong technical expertise in silicon characterization, test development, and working closely with cross-functional teams including design, DFT, packaging, and product engineering. Own and lead post-silicon validation and ATE characterization for silicon devices (SoC/MCU/ASIC). Develop and debug ATE test programs for characterization, qualificat…","https://www.adzuna.in/details/5300279701?utm_medium=api&utm_source=c8890522","17.40275","78.50806"
"Associate Software Engineer -C/C++ & Python Developer","The Boeing Company","Bangalore, Karnataka","2025-07-17T10:37:27Z","Engineering Jobs","Job Description At Boeing, we innovate and collaborate to make the world a better place. We're committed to fostering an environment for every teammate that's welcoming, respectful and inclusive, with great opportunity for professional growth. Find your future with us. As a leading global aerospace company, Boeing develops, manufactures and services commercial airplanes, defense products and space systems for customers in more than 150 countries. As a top U.S. exporter, the company leverages th…","https://www.adzuna.in/land/ad/5307821378?se=qsmu0ZJo8BGH_oIPd-oBSg&utm_medium=api&utm_source=c8890522&v=4B876FE27BF174DFE6F632B6D1FB97328CDB5D5B","12.9881567","77.6226000"
"Weekend Drive -2nd August - Digital IT Positions","Flowserve Corporation","Bangalore, Karnataka","2025-07-16T10:38:21Z","Engineering Jobs","Flowserve is a world-leading manufacturer and aftermarket service provider of comprehensive flow control systems. Join a company whose people are committed to building a more sustainable future to make the world better for everyone. With 16,000 employees in 50 countries, we combine our global reach with local presence. Our team challenges themselves to approach each situation with ingenuity and creativity to help provide our customers with the most innovative flow control products and services.…","https://www.adzuna.in/land/ad/5305889644?se=qsmu0ZJo8BGH_oIPd-oBSg&utm_medium=api&utm_source=c8890522&v=6297DE870E162ECEEAF2EE8818E46919D45653C0","12.9881567","77.6226000"
"Lead Engineer Combustion Aero Design","GE Aerospace","Bangalore, Karnataka","2025-07-20T12:00:38Z","Engineering Jobs","Job Description Summary GE Aerospace is an industry leader in design and manufacturing of gas turbine engines for aviation and land-based applications, with deep commitment to inventing the future of flight, safety, and technology. The company is pioneering significant advances in next generation engine technologies through its RISE program that aims to significantly reduce fuel burn and emissions, and create sustainable aviation technology. GE Aerospace Bangalore is looking for young and brigh…","https://www.adzuna.in/land/ad/5313258838?se=qsmu0ZJo8BGH_oIPd-oBSg&utm_medium=api&utm_source=c8890522&v=1DA3ECA27EAD4EAF1524178BC075C2F9448EEED9","12.9881567","77.6226000"
"Experienced Software Engineer -C/C++ & Python Developer","The Boeing Company","Bangalore, Karnataka","2025-07-17T10:37:27Z","Engineering Jobs","Job Description At Boeing, we innovate and collaborate to make the world a better place. We're committed to fostering an environment for every teammate that's welcoming, respectful and inclusive, with great opportunity for professional growth. Find your future with us. As a leading global aerospace company, Boeing develops, manufactures and services commercial airplanes, defense products and space systems for customers in more than 150 countries. As a top U.S. exporter, the company leverages th…","https://www.adzuna.in/land/ad/5307821373?se=qsmu0ZJo8BGH_oIPd-oBSg&utm_medium=api&utm_source=c8890522&v=9A0F87807F411DF6D1CA743597BA7C050BD05D82","12.9881567","77.6226000"
"Assistant Manager of Product Development","Naman Staffing","Vadodara, Gujarat","2025-07-20T07:59:35Z","Engineering Jobs","Job Title: Assistant Manager – (Solar) Product Engineering – Design and Development Job Location: Vadodara - Gujarat Job Function: Product Engineering – Design and Development Experience: 5 Years Job Description: Our client is into various Solar product range which includes the reliable solar PV connectors and solar junction boxes. Job Requirements : Experience – Minimum 05 Years of experience into the design and development of electrical components with a focus on solar PV systems. Proficiency…","https://www.adzuna.in/details/5313134896?utm_medium=api&utm_source=c8890522","22.2891","73.1924"
"Lead, Technical Program Manager","Mastercard","Pune, Maharashtra","2025-07-17T10:38:18Z","Engineering Jobs","Our Purpose Mastercard powers economies and empowers people in 200 countries and territories worldwide. Together with our customers, we're helping build a sustainable economy where everyone can prosper. We support a wide range of digital payments choices, making transactions secure, simple, smart and accessible. Our technology and innovation, partnerships and networks combine to deliver a unique set of products and services that help people, businesses and governments realize their greatest pot…","https://www.adzuna.in/land/ad/5307822382?se=sBPB4pJo8BG13rKjgzy-6Q&utm_medium=api&utm_source=c8890522&v=B7A757679930776D649B84D3088421239990A4CB","18.5062","73.84735"
"Senior Technical Program Manager","Amazon","Hyderabad, Telangana","2025-07-03T01:43:47Z","Engineering Jobs","Description Are you ready to revolutionize environmental compliance in global e-commerce? Come join us. Our team is revolutionizing how Amazon helps sellers meet their environmental responsibilities across global markets. As the Sr. TPM for our Extended Producer Responsibility (EPR) - Pay on Behalf (PoB) program, you'll lead the development of innovative solutions that enable seamless environmental compliance for Amazon's sellers while driving sustainable practices across the e-commerce ecosyst…","https://www.adzuna.in/land/ad/5280443456?se=sBPB4pJo8BG13rKjgzy-6Q&utm_medium=api&utm_source=c8890522&v=172AA7CA0B953FC45326E8704E58E1C964767B7F","17.40275","78.50806"
"Technical Program Manager, Search Platform","Google","Bangalore, Karnataka","2025-07-03T01:45:58Z","Engineering Jobs","Minimum qualifications: - Bachelor's degree in a technical field, or equivalent practical experience. - 2 years of experience in program management. Preferred qualifications: - 2 years of experience managing cross-functional or cross-team projects. - Experience with technical acumen and Machine Learning. - Experience in Program Management, Stakeholder Management, Risk Management, Communication, Communication Strategy, Strategic Partnerships, Strategic Planning and Project Execution. - Ability t…","https://www.adzuna.in/land/ad/5280444971?se=sBPB4pJo8BG13rKjgzy-6Q&utm_medium=api&utm_source=c8890522&v=D7AE37A6821077D97A6C6B5DBC01E32CD0D71810","12.9881567","77.6226000"
"Technical Program Manager, Alexa Smart Home","Amazon","Bangalore, Karnataka","2025-07-11T04:03:42Z","Engineering Jobs","Description The Alexa Smart Home team is looking for a passionate, results-oriented Technical Program Manager who will be responsible for delivering engaging and innovative smart home features for our customers. Do you enjoy the challenge and ownership that comes from driving complex, cross-functional and cross-organizational projects? Are you equally comfortable digging into business requirements, product planning, and drilling into technical architecture and design? This job may be for you! K…","https://www.adzuna.in/land/ad/5296918111?se=NNCB5pJo8BGH_oIPd-oBSg&utm_medium=api&utm_source=c8890522&v=EE097D48DE457EBB237D2AF0F0CAC5503011FAAB","12.9881567","77.6226000"
