"Title","Company","Location","Created","Category","URL","Latitude","Longitude"
"Senior Engineer I | On-site, Bangalore","Optiv","Bangalore, Karnataka","2025-06-26T23:41:00Z","IT Jobs","https://www.adzuna.in/land/ad/5269956198?se=sEisyJBk8BG0GtBv1vGMnA&utm_medium=api&utm_source=c8890522&v=35752F681A247A448F4A3ED2DFAAF7A176B08D8C","12.95703","77.59837"
"Product Cybersecurity Architect","Kiddie Global Solutions","Aperl, Hyderabad","2025-07-13T02:28:55Z","IT Jobs","https://www.adzuna.in/details/5300199441?utm_medium=api&utm_source=c8890522","17.21535","78.34985"
"Product Mgmt Architect","The Walt Disney Company","India","2025-07-19T02:32:09Z","IT Jobs","https://www.adzuna.in/details/5310687743?utm_medium=api&utm_source=c8890522","22.3511148","78.6677428"
"Product System Architect","IND Aptiv Components India Private","India","2025-06-30T03:18:18Z","IT Jobs","https://www.adzuna.in/details/5275194780?utm_medium=api&utm_source=c8890522","22.3511148","78.6677428"
"Senior Engineer - Embedded Linux Developer","Eaton Corporation","Hadapsar, Pune","2025-07-18T11:44:03Z","IT Jobs","https://www.adzuna.in/land/ad/5309606902?se=sEisyJBk8BG0GtBv1vGMnA&utm_medium=api&utm_source=c8890522&v=7E639A1A27AACEF882C02BABD264C52CA8CF0858","18.5219","73.95314"
"Data Engineer II, SCOT - AIM","Amazon","Bangalore, Karnataka","2025-06-11T23:35:04Z","IT Jobs","https://www.adzuna.in/land/ad/5244955796?se=sEisyJBk8BG0GtBv1vGMnA&utm_medium=api&utm_source=c8890522&v=79050D215289A84752AE0147001A7F59982893D7","12.95703","77.59837"
"Senior Engineering Manager, Salesforce","Marriott Tech Accelerator","Hyderabad, Telangana","2025-06-06T18:53:47Z","IT Jobs","https://www.adzuna.in/land/ad/5236275963?se=sEisyJBk8BG0GtBv1vGMnA&utm_medium=api&utm_source=c8890522&v=F038F4FD09731070C49B6049212C23C920E6D2E7","17.40275","78.50806"
"Associate Technical Product Analyst, Data & Analytics Platform","McDonalds in India","Hyderabad, Telangana","2025-04-17T09:34:54Z","IT Jobs","https://www.adzuna.in/land/ad/5148924314?se=sEisyJBk8BG0GtBv1vGMnA&utm_medium=api&utm_source=c8890522&v=48B80F25432E3B33A5DF8491D1457AE4A55FA8AD","17.40275","78.50806"
"Sr. Engineer - Crowdstrike | Onsite, Bangalore","Optiv","Bangalore, Karnataka","2025-07-02T01:42:19Z","IT Jobs","https://www.adzuna.in/land/ad/5278416993?se=sEisyJBk8BG0GtBv1vGMnA&utm_medium=api&utm_source=c8890522&v=7C5C656163F3CB3DF52F0A13BE56EE37F25E3217","12.95703","77.59837"
"Sr. Engineer-CrowdStrike | On-Site, Bangalore","Optiv","Bangalore, Karnataka","2025-07-06T02:17:39Z","IT Jobs","https://www.adzuna.in/land/ad/5288145399?se=sEisyJBk8BG0GtBv1vGMnA&utm_medium=api&utm_source=c8890522&v=63CB15C8213761985BB3ECA05E69FFE486F6806F","12.95703","77.59837"
"Software developement engineer- Salesforce","Delta Air Lines","Bangalore, Karnataka","2025-07-03T08:32:53Z","IT Jobs","https://www.adzuna.in/land/ad/5280817723?se=sEisyJBk8BG0GtBv1vGMnA&utm_medium=api&utm_source=c8890522&v=D6DD5BAF08E40CB045122430F4EF0178A5B6FF76","12.9767936","77.5900820"
"Principal Product Manager - Technical","Mastercard","Pune, Maharashtra","2025-06-25T23:41:02Z","IT Jobs","https://www.adzuna.in/land/ad/5267900901?se=sEisyJBk8BG0GtBv1vGMnA&utm_medium=api&utm_source=c8890522&v=5D1A31D2E17555DF2B46BAC900DF029025509F85","18.5062","73.84735"
"Software Engineer II","Mastercard","Pune, Maharashtra","2025-07-04T02:15:53Z","IT Jobs","https://www.adzuna.in/land/ad/5282459723?se=sEisyJBk8BG0GtBv1vGMnA&utm_medium=api&utm_source=c8890522&v=BFB3E2580D604295DE33D3B6BB28B68450C8CDE4","18.5062","73.84735"
"Software Development Engineer","Delta Air Lines","Bangalore, Karnataka","2025-07-15T08:31:06Z","IT Jobs","https://www.adzuna.in/land/ad/5303060597?se=sEisyJBk8BG0GtBv1vGMnA&utm_medium=api&utm_source=c8890522&v=C17CEB8328A1884350495E49FB2BFF3CCC003496","12.9767936","77.5900820"
"Principal Engineer, Systems Design Verification Engineering- Advanced Python with thorough OOPS and Design concepts, Tools Development in Validation Environment, Strong Memory Concepts (Nand, SSD)","SanDisk","Bangalore, Karnataka","2025-07-04T02:17:44Z","IT Jobs","https://www.adzuna.in/land/ad/5282461966?se=sEisyJBk8BG0GtBv1vGMnA&utm_medium=api&utm_source=c8890522&v=F2D10A6F62E97E357E0D34FEF86F324EB95F235F","12.9767936","77.5900820"
"Product Security Architect - Digital & Enterprise Applications","Fluence","Bangalore, Karnataka","2025-05-23T01:54:01Z","IT Jobs","https://www.adzuna.in/details/5211540550?utm_medium=api&utm_source=c8890522","12.95703","77.59837"
"Lead/Architect product Development","Digital Placement","India","2025-06-06T20:45:28Z","IT Jobs","https://www.adzuna.in/details/5236364919?utm_medium=api&utm_source=c8890522","22.3511148","78.6677428"
"Technical Architect - Product Development",".IN2 Harman Connected Services India","India","2025-05-07T01:48:09Z","IT Jobs","https://www.adzuna.in/details/5183971616?utm_medium=api&utm_source=c8890522","22.3511148","78.6677428"
"Architect","UKG ","Noida, Ghaziabad","2025-07-05T02:24:11Z","IT Jobs","https://www.adzuna.in/land/ad/5285832044?se=sEisyJBk8BG0GtBv1vGMnA&utm_medium=api&utm_source=c8890522&v=7C82589F95F7E180A0E8EAE182F584E31818FD29","28.56579","77.3225"
"Principal Architect","UnitedHealth Group","Noida, Ghaziabad","2025-06-06T23:28:50Z","IT Jobs","https://www.adzuna.in/land/ad/5236666033?se=sEisyJBk8BG0GtBv1vGMnA&utm_medium=api&utm_source=c8890522&v=962DB5679F04DA363FA5B08B15EE96F202C09B9B","28.56579","77.3225"
"Principal Architect","UnitedHealth Group","Hyderabad, Telangana","2025-06-06T23:28:51Z","IT Jobs","https://www.adzuna.in/land/ad/5236666211?se=sEisyJBk8BG0GtBv1vGMnA&utm_medium=api&utm_source=c8890522&v=D5415547F6FDE5F2AC0DB73E20D77B6999B2F616","17.40275","78.50806"
"Principal Architect","UnitedHealth Group","Gurgaon, Haryana","2025-06-06T23:28:51Z","IT Jobs","https://www.adzuna.in/land/ad/5236666209?se=sEisyJBk8BG0GtBv1vGMnA&utm_medium=api&utm_source=c8890522&v=600949758214D7F05F988E6BB02E57D232C2E5E4","28.323996","76.983738"
"Principal Architect","UnitedHealth Group","Bangalore, Karnataka","2025-06-06T23:28:51Z","IT Jobs","https://www.adzuna.in/land/ad/5236666304?se=BhJ31JBk8BG0GtBv1vGMnA&utm_medium=api&utm_source=c8890522&v=E7ADDE34A2DB9B1D5CCF6DDACDE3F1B1843A3720","12.95703","77.59837"
"Test Automation Engineering (Translation Hub)","Amgen","Hyderabad, Telangana","2025-06-01T23:22:39Z","IT Jobs","https://www.adzuna.in/land/ad/5227044550?se=BhJ31JBk8BG0GtBv1vGMnA&utm_medium=api&utm_source=c8890522&v=870442EECAEB6B4A76D63DDADA5419F3CEB674B3","17.40275","78.50806"
"Fullstack Developer","IBM","Bangalore, Karnataka","2025-07-13T10:38:22Z","IT Jobs","https://www.adzuna.in/land/ad/5300568086?se=BhJ31JBk8BG0GtBv1vGMnA&utm_medium=api&utm_source=c8890522&v=295FE289C64ABF5C328443FE01E7A800FF02E01C","12.95703","77.59837"
"Senior Architect-Java/Python","UnitedHealth Group","Hyderabad, Telangana","2025-07-02T01:43:10Z","IT Jobs","https://www.adzuna.in/land/ad/5278418126?se=BhJ31JBk8BG0GtBv1vGMnA&utm_medium=api&utm_source=c8890522&v=31253FCFA0A1A19A1BBD2227E562EBB8C6DD54CB","17.40275","78.50806"
"Director Software Engineering, ITC","Nike","Karnataka, India","2025-06-24T23:43:28Z","IT Jobs","https://www.adzuna.in/land/ad/5266062691?se=BhJ31JBk8BG0GtBv1vGMnA&utm_medium=api&utm_source=c8890522&v=582F89149F5B63CE02AE383CF40A00B2BC178D75","14.325172","76.227524"
"Apps Development Sr Manager - C13","Citigroup","Pune, Maharashtra","2025-07-13T10:38:09Z","IT Jobs","https://www.adzuna.in/land/ad/5300567498?se=BhJ31JBk8BG0GtBv1vGMnA&utm_medium=api&utm_source=c8890522&v=8D02A7EA577F2C9DF9D03D5095311E88C0D9551F","18.5062","73.84735"
"Senior Technical Architect - Product Engineering","Sureify","Hyderabad, Telangana","2025-05-24T01:55:13Z","IT Jobs","https://www.adzuna.in/details/5213279570?utm_medium=api&utm_source=c8890522","17.40275","78.50806"
"Sr Advanced Software Engr","Honeywell","Bangalore, Karnataka","2025-07-08T02:22:38Z","IT Jobs","https://www.adzuna.in/land/ad/5290781505?se=BhJ31JBk8BG0GtBv1vGMnA&utm_medium=api&utm_source=c8890522&v=1696F6FCFC30BE37157E7E0FB78D92773796ED51","12.95703","77.59837"
"Senior Engineering Manager - Systems Engineering","Rubrik","Bangalore, Karnataka","2025-06-05T23:41:22Z","IT Jobs","https://www.adzuna.in/land/ad/5234864868?se=BhJ31JBk8BG0GtBv1vGMnA&utm_medium=api&utm_source=c8890522&v=AA7812E6ED719E2D6FB2C1F439D5472B9422FB87","12.95703","77.59837"
"Business Processes Consultant- Full Stack Developer","SAP","Bangalore, Karnataka","2025-07-17T10:38:59Z","IT Jobs","https://www.adzuna.in/land/ad/5307822882?se=BhJ31JBk8BG0GtBv1vGMnA&utm_medium=api&utm_source=c8890522&v=C6D2965225A6F14771108202A6701C97C597748D","12.95703","77.59837"
"Principal Data Architect","GE Appliances, a Haier company","Bangalore, Karnataka","2025-05-29T23:23:28Z","IT Jobs","https://www.adzuna.in/land/ad/5222000123?se=BhJ31JBk8BG0GtBv1vGMnA&utm_medium=api&utm_source=c8890522&v=4471F426AC8FCAB1AB6C240710E409EFC73904A8","12.95703","77.59837"
"Senior Software Analyst - bpost","Radial","Chennai, Tamil Nadu","2025-06-24T23:43:17Z","IT Jobs","https://www.adzuna.in/land/ad/5266062247?se=BhJ31JBk8BG0GtBv1vGMnA&utm_medium=api&utm_source=c8890522&v=6EBFBDC1E684AAB02D8A016376BE166E314D9E04","13.06041","80.24963"
"Enterprise Architect - Integration","S&P Global","Gurgaon, Haryana","2025-05-13T23:19:03Z","IT Jobs","https://www.adzuna.in/land/ad/5196669611?se=BhJ31JBk8BG0GtBv1vGMnA&utm_medium=api&utm_source=c8890522&v=39564D3FB7B1899A445FD65E6081710427576461","28.323996","76.983738"
"Sr. Consultant IT","Guardian Life","Chennai, Tamil Nadu","2025-07-06T02:11:26Z","IT Jobs","https://www.adzuna.in/land/ad/5288140561?se=BhJ31JBk8BG0GtBv1vGMnA&utm_medium=api&utm_source=c8890522&v=EFFD4CBF6C11B22B5E4332E6001A6C538DC282AE","13.06041","80.24963"
"Sr. Consultant IT","Guardian Life","India","2025-07-06T02:11:26Z","IT Jobs","https://www.adzuna.in/land/ad/5288140563?se=BhJ31JBk8BG0GtBv1vGMnA&utm_medium=api&utm_source=c8890522&v=7E59634C4F308E11D2F6FA094034392DB0007E52","22.3511148","78.6677428"
"Engineer III, Software","ThermoFisher Scientific","Bangalore, Karnataka","2025-07-06T02:20:28Z","Scientific & QA Jobs","https://www.adzuna.in/land/ad/5288146740?se=BhJ31JBk8BG0GtBv1vGMnA&utm_medium=api&utm_source=c8890522&v=FE8A230F3D3233845F7AD0FC5B17375257F5A124","12.95703","77.59837"
"Engineer II, Software","ThermoFisher Scientific","Bangalore, Karnataka","2025-07-08T02:26:49Z","Scientific & QA Jobs","https://www.adzuna.in/land/ad/5290806196?se=BhJ31JBk8BG0GtBv1vGMnA&utm_medium=api&utm_source=c8890522&v=EF23D3C3016B2B567B5A602644ED37A98D8C30EB","12.95703","77.59837"
"Staff Engineer, Software","ThermoFisher Scientific","Bangalore, Karnataka","2025-07-09T04:04:00Z","Scientific & QA Jobs","https://www.adzuna.in/land/ad/5292699968?se=BhJ31JBk8BG0GtBv1vGMnA&utm_medium=api&utm_source=c8890522&v=7E3D14882B8E49291FD7FE9DF725B6A426B06152","12.95703","77.59837"
"Software Engineer","IBM","Bangalore, Karnataka","2025-06-24T23:43:12Z","IT Jobs","https://www.adzuna.in/land/ad/5266061957?se=BhJ31JBk8BG0GtBv1vGMnA&utm_medium=api&utm_source=c8890522&v=B3D9AD44C843380E029070E6A13F2BDBAC351D4D","12.95703","77.59837"
"Architect","UKG ","India","2025-04-26T23:06:19Z","IT Jobs","https://www.adzuna.in/land/ad/5164414214?se=BhJ31JBk8BG0GtBv1vGMnA&utm_medium=api&utm_source=c8890522&v=20ACE7EDC98084C5C9CD2B6A949255B53358EBC8","22.3511148","78.6677428"
"Software Engineer - bpost","Radial","Chennai, Tamil Nadu","2025-06-26T23:40:41Z","IT Jobs","https://www.adzuna.in/land/ad/5269948663?se=BhJ31JBk8BG0GtBv1vGMnA&utm_medium=api&utm_source=c8890522&v=CAFD5C35A42486346AC13CB9A7B581EAA55A84EA","13.06041","80.24963"
"Senior Solution Architect - Digital Products","GSSTech Group","India","2025-02-21T20:19:26Z","IT Jobs","https://www.adzuna.in/details/5059193991?utm_medium=api&utm_source=c8890522","22.3511148","78.6677428"
"Specialist Salesforce Engineer","Amgen","Hyderabad, Telangana","2025-06-09T23:32:11Z","IT Jobs","https://www.adzuna.in/land/ad/5241436218?se=BhJ31JBk8BG0GtBv1vGMnA&utm_medium=api&utm_source=c8890522&v=21A4E1754671CB7F420A9B6082D2E3EDFD7155BA","17.40275","78.50806"
"Production Engineer Surveillance, Analysis and Optimization (SA&O)","Chevron Corporation","Bangalore, Karnataka","2025-07-05T02:14:19Z","IT Jobs","https://www.adzuna.in/land/ad/5285818509?se=BhJ31JBk8BG0GtBv1vGMnA&utm_medium=api&utm_source=c8890522&v=F32B2DDC302E34099D4D26406F72DF09313246DA","12.95703","77.59837"
"Spclst, Data Sci & Analytics","Carrier","Bangalore, Karnataka","2025-05-23T23:31:42Z","IT Jobs","https://www.adzuna.in/land/ad/5212869822?se=BhJ31JBk8BG0GtBv1vGMnA&utm_medium=api&utm_source=c8890522&v=0D71B1892CD2DFCE29B4B0C95F94777D80D912CD","12.9767936","77.5900820"
"Manager, Software Engineering","Mastercard","Pune, Maharashtra","2025-07-16T10:39:15Z","IT Jobs","https://www.adzuna.in/land/ad/5305891219?se=BhJ31JBk8BG0GtBv1vGMnA&utm_medium=api&utm_source=c8890522&v=DAD5C66DBAB676625047992297C2A79971E14E97","18.5062","73.84735"
"MySQL Database - Architect / Senior Architect (Product Engineering)","HighRadius","Hyderabad, Telangana","2025-07-07T09:13:56Z","IT Jobs","https://www.adzuna.in/details/5289685285?utm_medium=api&utm_source=c8890522","17.40275","78.50806"
"Software Engineering Manager","Siemens","Pune, Maharashtra","2025-03-05T22:46:11Z","IT Jobs","https://www.adzuna.in/land/ad/5077574144?se=BhJ31JBk8BG0GtBv1vGMnA&utm_medium=api&utm_source=c8890522&v=0E1324FE080B0AF43727473DEEEAB975DFA723E2","18.5062","73.84735"
"Advanced Software Engr","Honeywell","Bangalore, Karnataka","2025-07-07T02:12:47Z","IT Jobs","https://www.adzuna.in/land/ad/5289402237?se=BhJ31JBk8BG0GtBv1vGMnA&utm_medium=api&utm_source=c8890522&v=70639172A93C9D1B083E1DC0C43E4EBDC5D6848E","12.9767936","77.5900820"
"Principal Software engineer - Java","Mastercard","Pune, Maharashtra","2025-07-02T01:42:10Z","IT Jobs","https://www.adzuna.in/land/ad/5278416492?se=BhJ31JBk8BG0GtBv1vGMnA&utm_medium=api&utm_source=c8890522&v=5265AE8D305D5C45A47EB927881D30A9DCFAC9C4","18.5062","73.84735"
"Advanced Cyber Sec Archt/Engr","Honeywell","Karnataka, India","2025-07-18T11:44:23Z","IT Jobs","https://www.adzuna.in/land/ad/5309607002?se=BhJ31JBk8BG0GtBv1vGMnA&utm_medium=api&utm_source=c8890522&v=D698DE409D0E33E4F10F7EE13944A976CC9CA66A","14.325172","76.227524"
"Process Excellence Director","GE Vernova","Telangana, India","2025-06-08T23:35:07Z","IT Jobs","https://www.adzuna.in/land/ad/5240330085?se=BhJ31JBk8BG0GtBv1vGMnA&utm_medium=api&utm_source=c8890522&v=31D0781AC5BB6F98936E34BD9DF78243071518C6","17.864111","77.027375"
"SW Engineer III","NCR Atleos","Hyderabad, Telangana","2025-06-25T23:41:07Z","IT Jobs","https://www.adzuna.in/land/ad/5267901856?se=BhJ31JBk8BG0GtBv1vGMnA&utm_medium=api&utm_source=c8890522&v=569ED6832D11E9238AF106795510D8D764E48D5C","17.40275","78.50806"
"Java Technical Architect","Fiserv","Pune, Maharashtra","2025-07-18T11:45:47Z","IT Jobs","https://www.adzuna.in/land/ad/5309607991?se=BhJ31JBk8BG0GtBv1vGMnA&utm_medium=api&utm_source=c8890522&v=8D8786CAA9BFE7B4EB5EAFA79F09D62C1AB28DC9","18.5062","73.84735"
"Senior Salesforce FSC developer","NTT DATA North America","Hyderabad, Telangana","2025-06-26T23:40:54Z","IT Jobs","https://www.adzuna.in/land/ad/5269953359?se=BhJ31JBk8BG0GtBv1vGMnA&utm_medium=api&utm_source=c8890522&v=B8BB01E62E562945587E5DA87C62F9D0A2BE59BE","17.40275","78.50806"
"Java Full Stack Lead Engineer (Java Spring Boot, Angular, Docker/Kubernetes, AWS, PostgreSQL, Oracle) - Assistant Vice President","Citigroup","Chennai, Tamil Nadu","2025-06-20T23:43:16Z","IT Jobs","https://www.adzuna.in/land/ad/5260262870?se=BhJ31JBk8BG0GtBv1vGMnA&utm_medium=api&utm_source=c8890522&v=CB11293A75A634B56D45A5E09A336A03F33DEF55","13.06041","80.24963"
"Architect – Software Development & Product","Quantiphi Analytics Solutions","India","2025-06-21T03:23:00Z","IT Jobs","https://www.adzuna.in/details/5260747188?utm_medium=api&utm_source=c8890522","22.3511148","78.6677428"
"Principal Software Engineer - Java Backend and Security (pkcs)","Mastercard","Pune, Maharashtra","2025-06-19T23:46:12Z","IT Jobs","https://www.adzuna.in/land/ad/5258452814?se=BhJ31JBk8BG0GtBv1vGMnA&utm_medium=api&utm_source=c8890522&v=2667C4C9A08F6828231371E065572B5E0012BFFA","18.5062","73.84735"
"Technical Program Manager III - Retail Services","lululemon India Tech Hub","Bangalore, Karnataka","2025-02-21T03:34:27Z","IT Jobs","https://www.adzuna.in/land/ad/5058189415?se=BhJ31JBk8BG0GtBv1vGMnA&utm_medium=api&utm_source=c8890522&v=C6EC93D99955D865431A31BA25D3FC1ECBA3A0A3","12.9767936","77.5900820"
"Software Development Manager","Amazon","Bangalore, Karnataka","2025-05-18T23:19:10Z","IT Jobs","https://www.adzuna.in/land/ad/5205192357?se=BhJ31JBk8BG0GtBv1vGMnA&utm_medium=api&utm_source=c8890522&v=19727C1943A460679E0A72AA7F140CDAD9FD336A","12.9767936","77.5900820"
"Senior Architect","UnitedHealth Group","Hyderabad, Telangana","2025-07-16T10:40:21Z","IT Jobs","https://www.adzuna.in/land/ad/5305893202?se=BhJ31JBk8BG0GtBv1vGMnA&utm_medium=api&utm_source=c8890522&v=1CFD895E7AD6F8902D9FE1D608056B8B15F8501B","17.40275","78.50806"
"Senior Architect","UnitedHealth Group","Noida, Ghaziabad","2025-07-16T10:40:22Z","IT Jobs","https://www.adzuna.in/land/ad/5305893223?se=BhJ31JBk8BG0GtBv1vGMnA&utm_medium=api&utm_source=c8890522&v=2C251E1A6DFC0DDA218925E685D6A28C421B7A10","28.56579","77.3225"
"Senior Architect","UnitedHealth Group","Bangalore, Karnataka","2025-07-16T10:40:22Z","IT Jobs","https://www.adzuna.in/land/ad/5305893224?se=BhJ31JBk8BG0GtBv1vGMnA&utm_medium=api&utm_source=c8890522&v=3A88D22FED0A5423CEA6A60B8BF63610D1A0ACC7","12.95703","77.59837"
"Senior Power Platform Specialist","Vanderlande Industries","N I B M, Pune","2025-04-09T02:09:21Z","IT Jobs","https://www.adzuna.in/details/5135962602?utm_medium=api&utm_source=c8890522","18.47155","73.88405"
"Senior Power Platform Specialist","Vanderlande","Pune, Maharashtra","2025-07-07T09:11:18Z","IT Jobs","https://www.adzuna.in/details/5289679347?utm_medium=api&utm_source=c8890522","18.5062","73.84735"
"Development Expert","SAP","Bangalore, Karnataka","2025-06-04T23:45:48Z","IT Jobs","https://www.adzuna.in/land/ad/5233122109?se=Jr6y25Bk8BG3_bOf49PRjw&utm_medium=api&utm_source=c8890522&v=A53920495611C5BFAAFB64AEDE6E3792F1E86504","12.95703","77.59837"
"Dir. Software Engineering","UKG ","India","2025-06-24T23:44:52Z","IT Jobs","https://www.adzuna.in/land/ad/5266068284?se=Jr6y25Bk8BG3_bOf49PRjw&utm_medium=api&utm_source=c8890522&v=89F6827E266BED8F99728A8580501B10821E341A","22.3511148","78.6677428"
"Advisor, Software Architecture","Fiserv","Chennai, Tamil Nadu","2025-07-06T02:19:45Z","IT Jobs","https://www.adzuna.in/land/ad/5288146434?se=Jr6y25Bk8BG3_bOf49PRjw&utm_medium=api&utm_source=c8890522&v=98800CAECDC5B5318334D973F673326F7A2A95FC","13.06041","80.24963"
"Software Engineer II","Mastercard","Navi Mumbai, Maharashtra","2025-06-13T23:48:52Z","IT Jobs","https://www.adzuna.in/land/ad/5249008013?se=Jr6y25Bk8BG3_bOf49PRjw&utm_medium=api&utm_source=c8890522&v=DB97F09B9A9DD83E4FAFA8D850AE087938BB43DB","19.02","73.02"
"Principal Architect - Data Architecture & Engineering","Amgen","Hyderabad, Telangana","2025-06-15T23:33:15Z","IT Jobs","https://www.adzuna.in/land/ad/5252084291?se=Jr6y25Bk8BG3_bOf49PRjw&utm_medium=api&utm_source=c8890522&v=25A8EF13ACDC5419A219AF2E455B2F7C6EA83E03","17.40275","78.50806"
"Cloud Engineer, Hybrid Cloud Delivery and Operations","Astellas Pharma","Bangalore, Karnataka","2025-07-11T04:07:05Z","IT Jobs","https://www.adzuna.in/land/ad/5296923453?se=Jr6y25Bk8BG3_bOf49PRjw&utm_medium=api&utm_source=c8890522&v=368463004E804D2C4E5FB359B7DD0BB6BB7A0A2C","12.9767936","77.5900820"
"Software Development Manager, AWD","Amazon","Bangalore, Karnataka","2025-05-07T23:09:44Z","IT Jobs","https://www.adzuna.in/land/ad/5186261950?se=Jr6y25Bk8BG3_bOf49PRjw&utm_medium=api&utm_source=c8890522&v=C18EFFD6B811CB65FE9BEC194050713BC260CA38","12.9767936","77.5900820"
"Cloud Engineer, Hybrid Cloud Delivery and Operations","Astellas Pharma","Bangalore, Karnataka","2025-06-27T23:45:51Z","IT Jobs","https://www.adzuna.in/land/ad/5271888558?se=Jr6y25Bk8BG3_bOf49PRjw&utm_medium=api&utm_source=c8890522&v=E020558DFE727CDE99249834193A2575B6DE4587","12.9767936","77.5900820"
"Senior Design Verification Engineer","Amazon","Bangalore, Karnataka","2025-05-15T23:13:20Z","Engineering Jobs","https://www.adzuna.in/land/ad/5200223016?se=Jr6y25Bk8BG3_bOf49PRjw&utm_medium=api&utm_source=c8890522&v=DC7DCC851A85FF6BF398FAE8AD8EB28E7CF7381E","12.9767936","77.5900820"
"Software Development Manager","Amazon","Bangalore, Karnataka","2025-05-07T23:09:43Z","IT Jobs","https://www.adzuna.in/land/ad/5186261836?se=Jr6y25Bk8BG3_bOf49PRjw&utm_medium=api&utm_source=c8890522&v=5A4537A89E05644CCDDD977EFAEBB81CD7FB0B61","12.9767936","77.5900820"
